Jar,Species,Treatment,Day,Replicate,Sample.Day,Community,Species.Richness,Abundance
63,Loxocephallus,U1.5,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Blepharisma,U1.5,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
64,P.caudatum,U0.75,28,1,1,P.caudatum,1,660
65,P.caudatum,U0.75,28,2,1,P.caudatum,1,660
66,P.caudatum,U0.75,28,3,1,P.caudatum,1,720
67,Loxocephallus,U0.75,28,1,1,Loxocephallus,1,900
68,Loxocephallus,U0.75,28,2,1,Loxocephallus,1,NA
69,Loxocephallus,U0.75,28,3,1,Loxocephallus,1,840
70,Blepharisma,U0.75,28,1,1,Blepharisma,1,1500
71,Blepharisma,U0.75,28,2,1,Blepharisma,1,1620
72,Blepharisma,U0.75,28,3,1,Blepharisma,1,540
73,P.caudatum,U0.75,28,1,1,P.caudatum+Loxocephallus,2,180
73,Loxocephallus,U0.75,28,1,1,P.caudatum+Loxocephallus,2,0
74,P.caudatum,U0.75,28,2,1,P.caudatum+Loxocephallus,2,180
74,Loxocephallus,U0.75,28,2,1,P.caudatum+Loxocephallus,2,0
75,P.caudatum,U0.75,28,3,1,P.caudatum+Loxocephallus,2,720
75,Loxocephallus,U0.75,28,3,1,P.caudatum+Loxocephallus,2,0
76,P.caudatum,U0.75,28,1,1,P.caudatum+Blepharisma,2,120
76,Blepharisma,U0.75,28,1,1,P.caudatum+Blepharisma,2,300
77,P.caudatum,U0.75,28,2,1,P.caudatum+Blepharisma,2,420
77,Blepharisma,U0.75,28,2,1,P.caudatum+Blepharisma,2,420
78,P.caudatum,U0.75,28,3,1,P.caudatum+Blepharisma,2,120
78,Blepharisma,U0.75,28,3,1,P.caudatum+Blepharisma,2,540
79,Blepharisma,U0.75,28,1,1,Blepharisma+Loxocephallus,2,2400
79,Loxocephallus,U0.75,28,1,1,Blepharisma+Loxocephallus,2,0
80,Blepharisma,U0.75,28,2,1,Blepharisma+Loxocephallus,2,2460
80,Loxocephallus,U0.75,28,2,1,Blepharisma+Loxocephallus,2,0
81,Blepharisma,U0.75,28,3,1,Blepharisma+Loxocephallus,2,2040
81,Loxocephallus,U0.75,28,3,1,Blepharisma+Loxocephallus,2,0
82,P.caudatum,U0.75,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
82,Loxocephallus,U0.75,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
82,Blepharisma,U0.75,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,420
83,P.caudatum,U0.75,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,420
83,Loxocephallus,U0.75,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
83,Blepharisma,U0.75,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,300
84,P.caudatum,U0.75,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Loxocephallus,U0.75,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Blepharisma,U0.75,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
85,P.caudatum,U0.5,28,1,1,P.caudatum,1,600
86,P.caudatum,U0.5,28,2,1,P.caudatum,1,60
87,P.caudatum,U0.5,28,3,1,P.caudatum,1,300
88,Loxocephallus,U0.5,28,1,1,Loxocephallus,1,1320
89,Loxocephallus,U0.5,28,2,1,Loxocephallus,1,1140
90,Loxocephallus,U0.5,28,3,1,Loxocephallus,1,1440
91,Blepharisma,U0.5,28,1,1,Blepharisma,1,1740
92,Blepharisma,U0.5,28,2,1,Blepharisma,1,1680
93,Blepharisma,U0.5,28,3,1,Blepharisma,1,1980
94,P.caudatum,U0.5,28,1,1,P.caudatum+Loxocephallus,2,120
94,Loxocephallus,U0.5,28,1,1,P.caudatum+Loxocephallus,2,0
95,P.caudatum,U0.5,28,2,1,P.caudatum+Loxocephallus,2,40
95,Loxocephallus,U0.5,28,2,1,P.caudatum+Loxocephallus,2,0
96,P.caudatum,U0.5,28,3,1,P.caudatum+Loxocephallus,2,60
96,Loxocephallus,U0.5,28,3,1,P.caudatum+Loxocephallus,2,0
97,P.caudatum,U0.5,28,1,1,P.caudatum+Blepharisma,2,300
97,Blepharisma,U0.5,28,1,1,P.caudatum+Blepharisma,2,420
98,P.caudatum,U0.5,28,2,1,P.caudatum+Blepharisma,2,480
98,Blepharisma,U0.5,28,2,1,P.caudatum+Blepharisma,2,300
99,P.caudatum,U0.5,28,3,1,P.caudatum+Blepharisma,2,60
99,Blepharisma,U0.5,28,3,1,P.caudatum+Blepharisma,2,420
100,Blepharisma,U0.5,28,1,1,Blepharisma+Loxocephallus,2,2340
100,Loxocephallus,U0.5,28,1,1,Blepharisma+Loxocephallus,2,0
101,Blepharisma,U0.5,28,2,1,Blepharisma+Loxocephallus,2,2700
101,Loxocephallus,U0.5,28,2,1,Blepharisma+Loxocephallus,2,0
102,Blepharisma,U0.5,28,3,1,Blepharisma+Loxocephallus,2,1920
102,Loxocephallus,U0.5,28,3,1,Blepharisma+Loxocephallus,2,0
103,P.caudatum,U0.5,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,360
103,Loxocephallus,U0.5,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
103,Blepharisma,U0.5,28,1,1,P.caudatum+Loxocephallus+Blepharisma,3,480
104,P.caudatum,U0.5,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,60
104,Loxocephallus,U0.5,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
104,Blepharisma,U0.5,28,2,1,P.caudatum+Loxocephallus+Blepharisma,3,420
105,P.caudatum,U0.5,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,120
105,Loxocephallus,U0.5,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,0
105,Blepharisma,U0.5,28,3,1,P.caudatum+Loxocephallus+Blepharisma,3,600
1,P.caudatum,S,32,1,1,P.caudatum,1,420
2,P.caudatum,S,32,2,1,P.caudatum,1,840
3,P.caudatum,S,32,3,1,P.caudatum,1,480
4,Loxocephallus,S,32,1,1,Loxocephallus,1,1320
5,Loxocephallus,S,32,2,1,Loxocephallus,1,540
6,Loxocephallus,S,32,3,1,Loxocephallus,1,1500
7,Blepharisma,S,32,1,1,Blepharisma,1,960
8,Blepharisma,S,32,2,1,Blepharisma,1,1140
9,Blepharisma,S,32,3,1,Blepharisma,1,1200
10,P.caudatum,S,32,1,1,P.caudatum+Loxocephallus,2,600
10,Loxocephallus,S,32,1,1,P.caudatum+Loxocephallus,2,0
11,P.caudatum,S,32,2,1,P.caudatum+Loxocephallus,2,360
11,Loxocephallus,S,32,2,1,P.caudatum+Loxocephallus,2,0
12,P.caudatum,S,32,3,1,P.caudatum+Loxocephallus,2,1800
12,Loxocephallus,S,32,3,1,P.caudatum+Loxocephallus,2,0
13,P.caudatum,S,32,1,1,P.caudatum+Blepharisma,2,180
13,Blepharisma,S,32,1,1,P.caudatum+Blepharisma,2,180
14,P.caudatum,S,32,2,1,P.caudatum+Blepharisma,2,120
14,Blepharisma,S,32,2,1,P.caudatum+Blepharisma,2,360
15,P.caudatum,S,32,3,1,P.caudatum+Blepharisma,2,300
15,Blepharisma,S,32,3,1,P.caudatum+Blepharisma,2,480
16,Blepharisma,S,32,1,1,Blepharisma+Loxocephallus,2,1800
16,Loxocephallus,S,32,1,1,Blepharisma+Loxocephallus,2,0
17,Blepharisma,S,32,2,1,Blepharisma+Loxocephallus,2,2820
17,Loxocephallus,S,32,2,1,Blepharisma+Loxocephallus,2,0
18,Blepharisma,S,32,3,1,Blepharisma+Loxocephallus,2,1980
18,Loxocephallus,S,32,3,1,Blepharisma+Loxocephallus,2,0
19,P.caudatum,S,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,120
19,Loxocephallus,S,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
19,Blepharisma,S,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,1020
20,P.caudatum,S,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,180
20,Loxocephallus,S,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
20,Blepharisma,S,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,360
21,P.caudatum,S,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Loxocephallus,S,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Blepharisma,S,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
22,P.caudatum,U3,32,1,1,P.caudatum,1,540
23,P.caudatum,U3,32,2,1,P.caudatum,1,120
24,P.caudatum,U3,32,3,1,P.caudatum,1,720
25,Loxocephallus,U3,32,1,1,Loxocephallus,1,NA
26,Loxocephallus,U3,32,2,1,Loxocephallus,1,10
27,Loxocephallus,U3,32,3,1,Loxocephallus,1,0
28,Blepharisma,U3,32,1,1,Blepharisma,1,1020
29,Blepharisma,U3,32,2,1,Blepharisma,1,540
30,Blepharisma,U3,32,3,1,Blepharisma,1,1500
31,P.caudatum,U3,32,1,1,P.caudatum+Loxocephallus,2,480
31,Loxocephallus,U3,32,1,1,P.caudatum+Loxocephallus,2,0
32,P.caudatum,U3,32,2,1,P.caudatum+Loxocephallus,2,300
32,Loxocephallus,U3,32,2,1,P.caudatum+Loxocephallus,2,0
33,P.caudatum,U3,32,3,1,P.caudatum+Loxocephallus,2,180
33,Loxocephallus,U3,32,3,1,P.caudatum+Loxocephallus,2,0
34,P.caudatum,U3,32,1,1,P.caudatum+Blepharisma,2,120
34,Blepharisma,U3,32,1,1,P.caudatum+Blepharisma,2,180
35,P.caudatum,U3,32,2,1,P.caudatum+Blepharisma,2,360
35,Blepharisma,U3,32,2,1,P.caudatum+Blepharisma,2,300
36,P.caudatum,U3,32,3,1,P.caudatum+Blepharisma,2,90
36,Blepharisma,U3,32,3,1,P.caudatum+Blepharisma,2,60
37,Blepharisma,U3,32,1,1,Blepharisma+Loxocephallus,2,1800
37,Loxocephallus,U3,32,1,1,Blepharisma+Loxocephallus,2,0
38,Blepharisma,U3,32,2,1,Blepharisma+Loxocephallus,2,1740
38,Loxocephallus,U3,32,2,1,Blepharisma+Loxocephallus,2,0
39,Blepharisma,U3,32,3,1,Blepharisma+Loxocephallus,2,NA
39,Loxocephallus,U3,32,3,1,Blepharisma+Loxocephallus,2,NA
40,P.caudatum,U3,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,60
40,Loxocephallus,U3,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
40,Blepharisma,U3,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
41,P.caudatum,U3,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,30
41,Loxocephallus,U3,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
41,Blepharisma,U3,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,360
42,P.caudatum,U3,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Loxocephallus,U3,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Blepharisma,U3,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
43,P.caudatum,U1.5,32,1,1,P.caudatum,1,300
44,P.caudatum,U1.5,32,2,1,P.caudatum,1,240
45,P.caudatum,U1.5,32,3,1,P.caudatum,1,480
46,Loxocephallus,U1.5,32,1,1,Loxocephallus,1,60
47,Loxocephallus,U1.5,32,2,1,Loxocephallus,1,180
48,Loxocephallus,U1.5,32,3,1,Loxocephallus,1,60
49,Blepharisma,U1.5,32,1,1,Blepharisma,1,1440
50,Blepharisma,U1.5,32,2,1,Blepharisma,1,1800
51,Blepharisma,U1.5,32,3,1,Blepharisma,1,1200
52,P.caudatum,U1.5,32,1,1,P.caudatum+Loxocephallus,2,120
52,Loxocephallus,U1.5,32,1,1,P.caudatum+Loxocephallus,2,0
53,P.caudatum,U1.5,32,2,1,P.caudatum+Loxocephallus,2,300
53,Loxocephallus,U1.5,32,2,1,P.caudatum+Loxocephallus,2,0
54,P.caudatum,U1.5,32,3,1,P.caudatum+Loxocephallus,2,120
54,Loxocephallus,U1.5,32,3,1,P.caudatum+Loxocephallus,2,0
55,P.caudatum,U1.5,32,1,1,P.caudatum+Blepharisma,2,120
55,Blepharisma,U1.5,32,1,1,P.caudatum+Blepharisma,2,360
56,P.caudatum,U1.5,32,2,1,P.caudatum+Blepharisma,2,180
56,Blepharisma,U1.5,32,2,1,P.caudatum+Blepharisma,2,780
57,P.caudatum,U1.5,32,3,1,P.caudatum+Blepharisma,2,180
57,Blepharisma,U1.5,32,3,1,P.caudatum+Blepharisma,2,120
58,Blepharisma,U1.5,32,1,1,Blepharisma+Loxocephallus,2,2040
58,Loxocephallus,U1.5,32,1,1,Blepharisma+Loxocephallus,2,0
59,Blepharisma,U1.5,32,2,1,Blepharisma+Loxocephallus,2,2040
59,Loxocephallus,U1.5,32,2,1,Blepharisma+Loxocephallus,2,0
60,Blepharisma,U1.5,32,3,1,Blepharisma+Loxocephallus,2,NA
60,Loxocephallus,U1.5,32,3,1,Blepharisma+Loxocephallus,2,NA
61,P.caudatum,U1.5,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,480
61,Loxocephallus,U1.5,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
61,Blepharisma,U1.5,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,60
62,P.caudatum,U1.5,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,120
62,Loxocephallus,U1.5,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
62,Blepharisma,U1.5,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,120
63,P.caudatum,U1.5,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Loxocephallus,U1.5,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Blepharisma,U1.5,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
64,P.caudatum,U0.75,32,1,1,P.caudatum,1,840
65,P.caudatum,U0.75,32,2,1,P.caudatum,1,420
66,P.caudatum,U0.75,32,3,1,P.caudatum,1,360
67,Loxocephallus,U0.75,32,1,1,Loxocephallus,1,240
68,Loxocephallus,U0.75,32,2,1,Loxocephallus,1,NA
69,Loxocephallus,U0.75,32,3,1,Loxocephallus,1,240
70,Blepharisma,U0.75,32,1,1,Blepharisma,1,1440
71,Blepharisma,U0.75,32,2,1,Blepharisma,1,1920
72,Blepharisma,U0.75,32,3,1,Blepharisma,1,1260
73,P.caudatum,U0.75,32,1,1,P.caudatum+Loxocephallus,2,180
73,Loxocephallus,U0.75,32,1,1,P.caudatum+Loxocephallus,2,0
74,P.caudatum,U0.75,32,2,1,P.caudatum+Loxocephallus,2,300
74,Loxocephallus,U0.75,32,2,1,P.caudatum+Loxocephallus,2,0
75,P.caudatum,U0.75,32,3,1,P.caudatum+Loxocephallus,2,540
75,Loxocephallus,U0.75,32,3,1,P.caudatum+Loxocephallus,2,0
76,P.caudatum,U0.75,32,1,1,P.caudatum+Blepharisma,2,90
76,Blepharisma,U0.75,32,1,1,P.caudatum+Blepharisma,2,480
77,P.caudatum,U0.75,32,2,1,P.caudatum+Blepharisma,2,180
77,Blepharisma,U0.75,32,2,1,P.caudatum+Blepharisma,2,480
78,P.caudatum,U0.75,32,3,1,P.caudatum+Blepharisma,2,120
78,Blepharisma,U0.75,32,3,1,P.caudatum+Blepharisma,2,180
79,Blepharisma,U0.75,32,1,1,Blepharisma+Loxocephallus,2,2760
79,Loxocephallus,U0.75,32,1,1,Blepharisma+Loxocephallus,2,0
80,Blepharisma,U0.75,32,2,1,Blepharisma+Loxocephallus,2,2160
80,Loxocephallus,U0.75,32,2,1,Blepharisma+Loxocephallus,2,0
81,Blepharisma,U0.75,32,3,1,Blepharisma+Loxocephallus,2,2160
81,Loxocephallus,U0.75,32,3,1,Blepharisma+Loxocephallus,2,0
82,P.caudatum,U0.75,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,60
82,Loxocephallus,U0.75,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
82,Blepharisma,U0.75,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
83,P.caudatum,U0.75,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,60
83,Loxocephallus,U0.75,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
83,Blepharisma,U0.75,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,300
84,P.caudatum,U0.75,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Loxocephallus,U0.75,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Blepharisma,U0.75,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
85,P.caudatum,U0.5,32,1,1,P.caudatum,1,540
86,P.caudatum,U0.5,32,2,1,P.caudatum,1,120
87,P.caudatum,U0.5,32,3,1,P.caudatum,1,420
88,Loxocephallus,U0.5,32,1,1,Loxocephallus,1,420
89,Loxocephallus,U0.5,32,2,1,Loxocephallus,1,660
90,Loxocephallus,U0.5,32,3,1,Loxocephallus,1,480
91,Blepharisma,U0.5,32,1,1,Blepharisma,1,1500
92,Blepharisma,U0.5,32,2,1,Blepharisma,1,1200
93,Blepharisma,U0.5,32,3,1,Blepharisma,1,1380
94,P.caudatum,U0.5,32,1,1,P.caudatum+Loxocephallus,2,180
94,Loxocephallus,U0.5,32,1,1,P.caudatum+Loxocephallus,2,0
95,P.caudatum,U0.5,32,2,1,P.caudatum+Loxocephallus,2,30
95,Loxocephallus,U0.5,32,2,1,P.caudatum+Loxocephallus,2,0
96,P.caudatum,U0.5,32,3,1,P.caudatum+Loxocephallus,2,300
96,Loxocephallus,U0.5,32,3,1,P.caudatum+Loxocephallus,2,0
97,P.caudatum,U0.5,32,1,1,P.caudatum+Blepharisma,2,60
97,Blepharisma,U0.5,32,1,1,P.caudatum+Blepharisma,2,420
98,P.caudatum,U0.5,32,2,1,P.caudatum+Blepharisma,2,300
98,Blepharisma,U0.5,32,2,1,P.caudatum+Blepharisma,2,120
99,P.caudatum,U0.5,32,3,1,P.caudatum+Blepharisma,2,60
99,Blepharisma,U0.5,32,3,1,P.caudatum+Blepharisma,2,420
100,Blepharisma,U0.5,32,1,1,Blepharisma+Loxocephallus,2,2700
100,Loxocephallus,U0.5,32,1,1,Blepharisma+Loxocephallus,2,0
101,Blepharisma,U0.5,32,2,1,Blepharisma+Loxocephallus,2,2220
101,Loxocephallus,U0.5,32,2,1,Blepharisma+Loxocephallus,2,0
102,Blepharisma,U0.5,32,3,1,Blepharisma+Loxocephallus,2,1380
102,Loxocephallus,U0.5,32,3,1,Blepharisma+Loxocephallus,2,0
103,P.caudatum,U0.5,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,180
103,Loxocephallus,U0.5,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
103,Blepharisma,U0.5,32,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
104,P.caudatum,U0.5,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,60
104,Loxocephallus,U0.5,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
104,Blepharisma,U0.5,32,2,1,P.caudatum+Loxocephallus+Blepharisma,3,420
105,P.caudatum,U0.5,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,180
105,Loxocephallus,U0.5,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,0
105,Blepharisma,U0.5,32,3,1,P.caudatum+Loxocephallus+Blepharisma,3,420
1,P.caudatum,S,35,1,1,P.caudatum,1,540
2,P.caudatum,S,35,2,1,P.caudatum,1,720
3,P.caudatum,S,35,3,1,P.caudatum,1,240
4,Loxocephallus,S,35,1,1,Loxocephallus,1,780
5,Loxocephallus,S,35,2,1,Loxocephallus,1,120
6,Loxocephallus,S,35,3,1,Loxocephallus,1,1380
7,Blepharisma,S,35,1,1,Blepharisma,1,1260
8,Blepharisma,S,35,2,1,Blepharisma,1,900
9,Blepharisma,S,35,3,1,Blepharisma,1,1380
10,P.caudatum,S,35,1,1,P.caudatum+Loxocephallus,2,660
10,Loxocephallus,S,35,1,1,P.caudatum+Loxocephallus,2,0
11,P.caudatum,S,35,2,1,P.caudatum+Loxocephallus,2,660
11,Loxocephallus,S,35,2,1,P.caudatum+Loxocephallus,2,0
12,P.caudatum,S,35,3,1,P.caudatum+Loxocephallus,2,960
12,Loxocephallus,S,35,3,1,P.caudatum+Loxocephallus,2,0
13,P.caudatum,S,35,1,1,P.caudatum+Blepharisma,2,240
13,Blepharisma,S,35,1,1,P.caudatum+Blepharisma,2,60
14,P.caudatum,S,35,2,1,P.caudatum+Blepharisma,2,180
14,Blepharisma,S,35,2,1,P.caudatum+Blepharisma,2,60
15,P.caudatum,S,35,3,1,P.caudatum+Blepharisma,2,180
15,Blepharisma,S,35,3,1,P.caudatum+Blepharisma,2,420
16,Blepharisma,S,35,1,1,Blepharisma+Loxocephallus,2,2220
16,Loxocephallus,S,35,1,1,Blepharisma+Loxocephallus,2,0
17,Blepharisma,S,35,2,1,Blepharisma+Loxocephallus,2,2220
17,Loxocephallus,S,35,2,1,Blepharisma+Loxocephallus,2,0
18,Blepharisma,S,35,3,1,Blepharisma+Loxocephallus,2,1620
18,Loxocephallus,S,35,3,1,Blepharisma+Loxocephallus,2,0
19,P.caudatum,S,35,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
19,Loxocephallus,S,35,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
19,Blepharisma,S,35,1,1,P.caudatum+Loxocephallus+Blepharisma,3,180
20,P.caudatum,S,35,2,1,P.caudatum+Loxocephallus+Blepharisma,3,120
20,Loxocephallus,S,35,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
20,Blepharisma,S,35,2,1,P.caudatum+Loxocephallus+Blepharisma,3,180
21,P.caudatum,S,35,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Loxocephallus,S,35,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Blepharisma,S,35,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
22,P.caudatum,U3,35,1,1,P.caudatum,1,300
23,P.caudatum,U3,35,2,1,P.caudatum,1,240
24,P.caudatum,U3,35,3,1,P.caudatum,1,420
25,Loxocephallus,U3,35,1,1,Loxocephallus,1,NA
26,Loxocephallus,U3,35,2,1,Loxocephallus,1,0
27,Loxocephallus,U3,35,3,1,Loxocephallus,1,0
28,Blepharisma,U3,35,1,1,Blepharisma,1,1080
29,Blepharisma,U3,35,2,1,Blepharisma,1,960
30,Blepharisma,U3,35,3,1,Blepharisma,1,960
31,P.caudatum,U3,35,1,1,P.caudatum+Loxocephallus,2,540
31,Loxocephallus,U3,35,1,1,P.caudatum+Loxocephallus,2,0
32,P.caudatum,U3,35,2,1,P.caudatum+Loxocephallus,2,120
32,Loxocephallus,U3,35,2,1,P.caudatum+Loxocephallus,2,0
33,P.caudatum,U3,35,3,1,P.caudatum+Loxocephallus,2,240
33,Loxocephallus,U3,35,3,1,P.caudatum+Loxocephallus,2,0
34,P.caudatum,U3,35,1,1,P.caudatum+Blepharisma,2,30
34,Blepharisma,U3,35,1,1,P.caudatum+Blepharisma,2,180
35,P.caudatum,U3,35,2,1,P.caudatum+Blepharisma,2,60
35,Blepharisma,U3,35,2,1,P.caudatum+Blepharisma,2,540
36,P.caudatum,U3,35,3,1,P.caudatum+Blepharisma,2,120
36,Blepharisma,U3,35,3,1,P.caudatum+Blepharisma,2,300
37,Blepharisma,U3,35,1,1,Blepharisma+Loxocephallus,2,1680
37,Loxocephallus,U3,35,1,1,Blepharisma+Loxocephallus,2,0
38,Blepharisma,U3,35,2,1,Blepharisma+Loxocephallus,2,2100
38,Loxocephallus,U3,35,2,1,Blepharisma+Loxocephallus,2,0
39,Blepharisma,U3,35,3,1,Blepharisma+Loxocephallus,2,NA
39,Loxocephallus,U3,35,3,1,Blepharisma+Loxocephallus,2,NA
40,P.caudatum,U3,35,1,1,P.caudatum+Loxocephallus+Blepharisma,3,60
40,Loxocephallus,U3,35,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
40,Blepharisma,U3,35,1,1,P.caudatum+Loxocephallus+Blepharisma,3,180
41,P.caudatum,U3,35,2,1,P.caudatum+Loxocephallus+Blepharisma,3,20
41,Loxocephallus,U3,35,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
41,Blepharisma,U3,35,2,1,P.caudatum+Loxocephallus+Blepharisma,3,180
42,P.caudatum,U3,35,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Loxocephallus,U3,35,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Blepharisma,U3,35,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
43,P.caudatum,U1.5,35,1,1,P.caudatum,1,240
44,P.caudatum,U1.5,35,2,1,P.caudatum,1,420
45,P.caudatum,U1.5,35,3,1,P.caudatum,1,180
46,Loxocephallus,U1.5,35,1,1,Loxocephallus,1,0
47,Loxocephallus,U1.5,35,2,1,Loxocephallus,1,60
48,Loxocephallus,U1.5,35,3,1,Loxocephallus,1,0
49,Blepharisma,U1.5,35,1,1,Blepharisma,1,1080
50,Blepharisma,U1.5,35,2,1,Blepharisma,1,1320
51,Blepharisma,U1.5,35,3,1,Blepharisma,1,1080
52,P.caudatum,U1.5,35,1,1,P.caudatum+Loxocephallus,2,300
52,Loxocephallus,U1.5,35,1,1,P.caudatum+Loxocephallus,2,0
53,P.caudatum,U1.5,35,2,1,P.caudatum+Loxocephallus,2,300
53,Loxocephallus,U1.5,35,2,1,P.caudatum+Loxocephallus,2,0
54,P.caudatum,U1.5,35,3,1,P.caudatum+Loxocephallus,2,60
54,Loxocephallus,U1.5,35,3,1,P.caudatum+Loxocephallus,2,0
55,P.caudatum,U1.5,35,1,1,P.caudatum+Blepharisma,2,60
55,Blepharisma,U1.5,35,1,1,P.caudatum+Blepharisma,2,60
56,P.caudatum,U1.5,35,2,1,P.caudatum+Blepharisma,2,60
56,Blepharisma,U1.5,35,2,1,P.caudatum+Blepharisma,2,180
57,P.caudatum,U1.5,35,3,1,P.caudatum+Blepharisma,2,120
57,Blepharisma,U1.5,35,3,1,P.caudatum+Blepharisma,2,240
58,Blepharisma,U1.5,35,1,1,Blepharisma+Loxocephallus,2,1740
58,Loxocephallus,U1.5,35,1,1,Blepharisma+Loxocephallus,2,0
59,Blepharisma,U1.5,35,2,1,Blepharisma+Loxocephallus,2,2520
59,Loxocephallus,U1.5,35,2,1,Blepharisma+Loxocephallus,2,0
60,Blepharisma,U1.5,35,3,1,Blepharisma+Loxocephallus,2,NA
60,Loxocephallus,U1.5,35,3,1,Blepharisma+Loxocephallus,2,NA
61,P.caudatum,U1.5,35,1,1,P.caudatum+Loxocephallus+Blepharisma,3,30
61,Loxocephallus,U1.5,35,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
61,Blepharisma,U1.5,35,1,1,P.caudatum+Loxocephallus+Blepharisma,3,360
62,P.caudatum,U1.5,35,2,1,P.caudatum+Loxocephallus+Blepharisma,3,30
62,Loxocephallus,U1.5,35,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
62,Blepharisma,U1.5,35,2,1,P.caudatum+Loxocephallus+Blepharisma,3,540
63,P.caudatum,U1.5,35,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Loxocephallus,U1.5,35,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Blepharisma,U1.5,35,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
64,P.caudatum,U0.75,35,1,1,P.caudatum,1,660
65,P.caudatum,U0.75,35,2,1,P.caudatum,1,240
