Jar,Species,Treatment,Day,Replicate,Sample.Day,Community,Species.Richness,Abundance
40,P.caudatum,U3,60,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
40,Loxocephallus,U3,60,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
40,Blepharisma,U3,60,1,1,P.caudatum+Loxocephallus+Blepharisma,3,120
41,P.caudatum,U3,60,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
41,Loxocephallus,U3,60,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
41,Blepharisma,U3,60,2,1,P.caudatum+Loxocephallus+Blepharisma,3,120
42,P.caudatum,U3,60,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Loxocephallus,U3,60,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Blepharisma,U3,60,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
43,P.caudatum,U1.5,60,1,1,P.caudatum,1,120
44,P.caudatum,U1.5,60,2,1,P.caudatum,1,60
45,P.caudatum,U1.5,60,3,1,P.caudatum,1,60
46,Loxocephallus,U1.5,60,1,1,Loxocephallus,1,0
47,Loxocephallus,U1.5,60,2,1,Loxocephallus,1,0
48,Loxocephallus,U1.5,60,3,1,Loxocephallus,1,0
49,Blepharisma,U1.5,60,1,1,Blepharisma,1,120
50,Blepharisma,U1.5,60,2,1,Blepharisma,1,60
51,Blepharisma,U1.5,60,3,1,Blepharisma,1,120
52,P.caudatum,U1.5,60,1,1,P.caudatum+Loxocephallus,2,60
52,Loxocephallus,U1.5,60,1,1,P.caudatum+Loxocephallus,2,0
53,P.caudatum,U1.5,60,2,1,P.caudatum+Loxocephallus,2,60
53,Loxocephallus,U1.5,60,2,1,P.caudatum+Loxocephallus,2,0
54,P.caudatum,U1.5,60,3,1,P.caudatum+Loxocephallus,2,60
54,Loxocephallus,U1.5,60,3,1,P.caudatum+Loxocephallus,2,0
55,P.caudatum,U1.5,60,1,1,P.caudatum+Blepharisma,2,0
55,Blepharisma,U1.5,60,1,1,P.caudatum+Blepharisma,2,240
56,P.caudatum,U1.5,60,2,1,P.caudatum+Blepharisma,2,0
56,Blepharisma,U1.5,60,2,1,P.caudatum+Blepharisma,2,180
57,P.caudatum,U1.5,60,3,1,P.caudatum+Blepharisma,2,0
57,Blepharisma,U1.5,60,3,1,P.caudatum+Blepharisma,2,120
58,Blepharisma,U1.5,60,1,1,Blepharisma+Loxocephallus,2,60
58,Loxocephallus,U1.5,60,1,1,Blepharisma+Loxocephallus,2,0
59,Blepharisma,U1.5,60,2,1,Blepharisma+Loxocephallus,2,60
59,Loxocephallus,U1.5,60,2,1,Blepharisma+Loxocephallus,2,0
60,Blepharisma,U1.5,60,3,1,Blepharisma+Loxocephallus,2,NA
60,Loxocephallus,U1.5,60,3,1,Blepharisma+Loxocephallus,2,NA
61,P.caudatum,U1.5,60,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
61,Loxocephallus,U1.5,60,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
61,Blepharisma,U1.5,60,1,1,P.caudatum+Loxocephallus+Blepharisma,3,300
62,P.caudatum,U1.5,60,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
62,Loxocephallus,U1.5,60,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
62,Blepharisma,U1.5,60,2,1,P.caudatum+Loxocephallus+Blepharisma,3,120
63,P.caudatum,U1.5,60,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Loxocephallus,U1.5,60,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Blepharisma,U1.5,60,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
64,P.caudatum,U0.75,60,1,1,P.caudatum,1,180
65,P.caudatum,U0.75,60,2,1,P.caudatum,1,14
66,P.caudatum,U0.75,60,3,1,P.caudatum,1,240
67,Loxocephallus,U0.75,60,1,1,Loxocephallus,1,0
68,Loxocephallus,U0.75,60,2,1,Loxocephallus,1,NA
69,Loxocephallus,U0.75,60,3,1,Loxocephallus,1,0
70,Blepharisma,U0.75,60,1,1,Blepharisma,1,180
71,Blepharisma,U0.75,60,2,1,Blepharisma,1,120
72,Blepharisma,U0.75,60,3,1,Blepharisma,1,9
73,P.caudatum,U0.75,60,1,1,P.caudatum+Loxocephallus,2,300
73,Loxocephallus,U0.75,60,1,1,P.caudatum+Loxocephallus,2,0
74,P.caudatum,U0.75,60,2,1,P.caudatum+Loxocephallus,2,60
74,Loxocephallus,U0.75,60,2,1,P.caudatum+Loxocephallus,2,0
75,P.caudatum,U0.75,60,3,1,P.caudatum+Loxocephallus,2,60
75,Loxocephallus,U0.75,60,3,1,P.caudatum+Loxocephallus,2,0
76,P.caudatum,U0.75,60,1,1,P.caudatum+Blepharisma,2,0
76,Blepharisma,U0.75,60,1,1,P.caudatum+Blepharisma,2,180
77,P.caudatum,U0.75,60,2,1,P.caudatum+Blepharisma,2,0
77,Blepharisma,U0.75,60,2,1,P.caudatum+Blepharisma,2,180
78,P.caudatum,U0.75,60,3,1,P.caudatum+Blepharisma,2,0
78,Blepharisma,U0.75,60,3,1,P.caudatum+Blepharisma,2,60
79,Blepharisma,U0.75,60,1,1,Blepharisma+Loxocephallus,2,120
79,Loxocephallus,U0.75,60,1,1,Blepharisma+Loxocephallus,2,0
80,Blepharisma,U0.75,60,2,1,Blepharisma+Loxocephallus,2,240
80,Loxocephallus,U0.75,60,2,1,Blepharisma+Loxocephallus,2,0
81,Blepharisma,U0.75,60,3,1,Blepharisma+Loxocephallus,2,120
81,Loxocephallus,U0.75,60,3,1,Blepharisma+Loxocephallus,2,0
82,P.caudatum,U0.75,60,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
82,Loxocephallus,U0.75,60,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
82,Blepharisma,U0.75,60,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
83,P.caudatum,U0.75,60,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
83,Loxocephallus,U0.75,60,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
83,Blepharisma,U0.75,60,2,1,P.caudatum+Loxocephallus+Blepharisma,3,300
84,P.caudatum,U0.75,60,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Loxocephallus,U0.75,60,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Blepharisma,U0.75,60,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
85,P.caudatum,U0.5,60,1,1,P.caudatum,1,120
86,P.caudatum,U0.5,60,2,1,P.caudatum,1,240
87,P.caudatum,U0.5,60,3,1,P.caudatum,1,180
88,Loxocephallus,U0.5,60,1,1,Loxocephallus,1,0
89,Loxocephallus,U0.5,60,2,1,Loxocephallus,1,0
90,Loxocephallus,U0.5,60,3,1,Loxocephallus,1,0
91,Blepharisma,U0.5,60,1,1,Blepharisma,1,120
92,Blepharisma,U0.5,60,2,1,Blepharisma,1,240
93,Blepharisma,U0.5,60,3,1,Blepharisma,1,180
94,P.caudatum,U0.5,60,1,1,P.caudatum+Loxocephallus,2,240
94,Loxocephallus,U0.5,60,1,1,P.caudatum+Loxocephallus,2,0
95,P.caudatum,U0.5,60,2,1,P.caudatum+Loxocephallus,2,60
95,Loxocephallus,U0.5,60,2,1,P.caudatum+Loxocephallus,2,0
96,P.caudatum,U0.5,60,3,1,P.caudatum+Loxocephallus,2,360
96,Loxocephallus,U0.5,60,3,1,P.caudatum+Loxocephallus,2,0
97,P.caudatum,U0.5,60,1,1,P.caudatum+Blepharisma,2,0
97,Blepharisma,U0.5,60,1,1,P.caudatum+Blepharisma,2,180
98,P.caudatum,U0.5,60,2,1,P.caudatum+Blepharisma,2,11
98,Blepharisma,U0.5,60,2,1,P.caudatum+Blepharisma,2,180
99,P.caudatum,U0.5,60,3,1,P.caudatum+Blepharisma,2,1
99,Blepharisma,U0.5,60,3,1,P.caudatum+Blepharisma,2,360
100,Blepharisma,U0.5,60,1,1,Blepharisma+Loxocephallus,2,120
100,Loxocephallus,U0.5,60,1,1,Blepharisma+Loxocephallus,2,0
101,Blepharisma,U0.5,60,2,1,Blepharisma+Loxocephallus,2,180
101,Loxocephallus,U0.5,60,2,1,Blepharisma+Loxocephallus,2,0
102,Blepharisma,U0.5,60,3,1,Blepharisma+Loxocephallus,2,360
102,Loxocephallus,U0.5,60,3,1,Blepharisma+Loxocephallus,2,0
103,P.caudatum,U0.5,60,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
103,Loxocephallus,U0.5,60,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
103,Blepharisma,U0.5,60,1,1,P.caudatum+Loxocephallus+Blepharisma,3,420
104,P.caudatum,U0.5,60,2,1,P.caudatum+Loxocephallus+Blepharisma,3,1
104,Loxocephallus,U0.5,60,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
104,Blepharisma,U0.5,60,2,1,P.caudatum+Loxocephallus+Blepharisma,3,120
105,P.caudatum,U0.5,60,3,1,P.caudatum+Loxocephallus+Blepharisma,3,6
105,Loxocephallus,U0.5,60,3,1,P.caudatum+Loxocephallus+Blepharisma,3,0
105,Blepharisma,U0.5,60,3,1,P.caudatum+Loxocephallus+Blepharisma,3,120
1,P.caudatum,S,63,1,1,P.caudatum,1,60
2,P.caudatum,S,63,2,1,P.caudatum,1,180
3,P.caudatum,S,63,3,1,P.caudatum,1,120
4,Loxocephallus,S,63,1,1,Loxocephallus,1,0
5,Loxocephallus,S,63,2,1,Loxocephallus,1,0
6,Loxocephallus,S,63,3,1,Loxocephallus,1,0
7,Blepharisma,S,63,1,1,Blepharisma,1,240
8,Blepharisma,S,63,2,1,Blepharisma,1,240
9,Blepharisma,S,63,3,1,Blepharisma,1,360
10,P.caudatum,S,63,1,1,P.caudatum+Loxocephallus,2,300
10,Loxocephallus,S,63,1,1,P.caudatum+Loxocephallus,2,0
11,P.caudatum,S,63,2,1,P.caudatum+Loxocephallus,2,180
11,Loxocephallus,S,63,2,1,P.caudatum+Loxocephallus,2,0
12,P.caudatum,S,63,3,1,P.caudatum+Loxocephallus,2,60
12,Loxocephallus,S,63,3,1,P.caudatum+Loxocephallus,2,0
13,P.caudatum,S,63,1,1,P.caudatum+Blepharisma,2,11
13,Blepharisma,S,63,1,1,P.caudatum+Blepharisma,2,120
14,P.caudatum,S,63,2,1,P.caudatum+Blepharisma,2,15
14,Blepharisma,S,63,2,1,P.caudatum+Blepharisma,2,60
15,P.caudatum,S,63,3,1,P.caudatum+Blepharisma,2,4
15,Blepharisma,S,63,3,1,P.caudatum+Blepharisma,2,240
16,Blepharisma,S,63,1,1,Blepharisma+Loxocephallus,2,660
16,Loxocephallus,S,63,1,1,Blepharisma+Loxocephallus,2,0
17,Blepharisma,S,63,2,1,Blepharisma+Loxocephallus,2,660
17,Loxocephallus,S,63,2,1,Blepharisma+Loxocephallus,2,0
18,Blepharisma,S,63,3,1,Blepharisma+Loxocephallus,2,600
18,Loxocephallus,S,63,3,1,Blepharisma+Loxocephallus,2,0
19,P.caudatum,S,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,7
19,Loxocephallus,S,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
19,Blepharisma,S,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
20,P.caudatum,S,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,6
20,Loxocephallus,S,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
20,Blepharisma,S,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,300
21,P.caudatum,S,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Loxocephallus,S,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Blepharisma,S,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
22,P.caudatum,U3,63,1,1,P.caudatum,1,240
23,P.caudatum,U3,63,2,1,P.caudatum,1,3
24,P.caudatum,U3,63,3,1,P.caudatum,1,60
25,Loxocephallus,U3,63,1,1,Loxocephallus,1,NA
26,Loxocephallus,U3,63,2,1,Loxocephallus,1,0
27,Loxocephallus,U3,63,3,1,Loxocephallus,1,0
28,Blepharisma,U3,63,1,1,Blepharisma,1,3
29,Blepharisma,U3,63,2,1,Blepharisma,1,3
30,Blepharisma,U3,63,3,1,Blepharisma,1,3
31,P.caudatum,U3,63,1,1,P.caudatum+Loxocephallus,2,60
31,Loxocephallus,U3,63,1,1,P.caudatum+Loxocephallus,2,0
32,P.caudatum,U3,63,2,1,P.caudatum+Loxocephallus,2,30
32,Loxocephallus,U3,63,2,1,P.caudatum+Loxocephallus,2,0
33,P.caudatum,U3,63,3,1,P.caudatum+Loxocephallus,2,30
33,Loxocephallus,U3,63,3,1,P.caudatum+Loxocephallus,2,0
34,P.caudatum,U3,63,1,1,P.caudatum+Blepharisma,2,0
34,Blepharisma,U3,63,1,1,P.caudatum+Blepharisma,2,12
35,P.caudatum,U3,63,2,1,P.caudatum+Blepharisma,2,0
35,Blepharisma,U3,63,2,1,P.caudatum+Blepharisma,2,60
36,P.caudatum,U3,63,3,1,P.caudatum+Blepharisma,2,0
36,Blepharisma,U3,63,3,1,P.caudatum+Blepharisma,2,60
37,Blepharisma,U3,63,1,1,Blepharisma+Loxocephallus,2,7
37,Loxocephallus,U3,63,1,1,Blepharisma+Loxocephallus,2,0
38,Blepharisma,U3,63,2,1,Blepharisma+Loxocephallus,2,4
38,Loxocephallus,U3,63,2,1,Blepharisma+Loxocephallus,2,0
39,Blepharisma,U3,63,3,1,Blepharisma+Loxocephallus,2,NA
39,Loxocephallus,U3,63,3,1,Blepharisma+Loxocephallus,2,NA
40,P.caudatum,U3,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
40,Loxocephallus,U3,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
40,Blepharisma,U3,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,30
41,P.caudatum,U3,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
41,Loxocephallus,U3,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
41,Blepharisma,U3,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,180
42,P.caudatum,U3,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Loxocephallus,U3,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
42,Blepharisma,U3,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
43,P.caudatum,U1.5,63,1,1,P.caudatum,1,60
44,P.caudatum,U1.5,63,2,1,P.caudatum,1,120
45,P.caudatum,U1.5,63,3,1,P.caudatum,1,30
46,Loxocephallus,U1.5,63,1,1,Loxocephallus,1,0
47,Loxocephallus,U1.5,63,2,1,Loxocephallus,1,0
48,Loxocephallus,U1.5,63,3,1,Loxocephallus,1,0
49,Blepharisma,U1.5,63,1,1,Blepharisma,1,5
50,Blepharisma,U1.5,63,2,1,Blepharisma,1,60
51,Blepharisma,U1.5,63,3,1,Blepharisma,1,2
52,P.caudatum,U1.5,63,1,1,P.caudatum+Loxocephallus,2,300
52,Loxocephallus,U1.5,63,1,1,P.caudatum+Loxocephallus,2,0
53,P.caudatum,U1.5,63,2,1,P.caudatum+Loxocephallus,2,60
53,Loxocephallus,U1.5,63,2,1,P.caudatum+Loxocephallus,2,0
54,P.caudatum,U1.5,63,3,1,P.caudatum+Loxocephallus,2,120
54,Loxocephallus,U1.5,63,3,1,P.caudatum+Loxocephallus,2,0
55,P.caudatum,U1.5,63,1,1,P.caudatum+Blepharisma,2,0
55,Blepharisma,U1.5,63,1,1,P.caudatum+Blepharisma,2,60
56,P.caudatum,U1.5,63,2,1,P.caudatum+Blepharisma,2,0
56,Blepharisma,U1.5,63,2,1,P.caudatum+Blepharisma,2,120
57,P.caudatum,U1.5,63,3,1,P.caudatum+Blepharisma,2,0
57,Blepharisma,U1.5,63,3,1,P.caudatum+Blepharisma,2,180
58,Blepharisma,U1.5,63,1,1,Blepharisma+Loxocephallus,2,4
58,Loxocephallus,U1.5,63,1,1,Blepharisma+Loxocephallus,2,0
59,Blepharisma,U1.5,63,2,1,Blepharisma+Loxocephallus,2,8
59,Loxocephallus,U1.5,63,2,1,Blepharisma+Loxocephallus,2,0
60,Blepharisma,U1.5,63,3,1,Blepharisma+Loxocephallus,2,NA
60,Loxocephallus,U1.5,63,3,1,Blepharisma+Loxocephallus,2,NA
61,P.caudatum,U1.5,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
61,Loxocephallus,U1.5,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
61,Blepharisma,U1.5,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
62,P.caudatum,U1.5,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
62,Loxocephallus,U1.5,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
62,Blepharisma,U1.5,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,60
63,P.caudatum,U1.5,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Loxocephallus,U1.5,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
63,Blepharisma,U1.5,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
64,P.caudatum,U0.75,63,1,1,P.caudatum,1,14
65,P.caudatum,U0.75,63,2,1,P.caudatum,1,60
66,P.caudatum,U0.75,63,3,1,P.caudatum,1,120
67,Loxocephallus,U0.75,63,1,1,Loxocephallus,1,0
68,Loxocephallus,U0.75,63,2,1,Loxocephallus,1,NA
69,Loxocephallus,U0.75,63,3,1,Loxocephallus,1,0
70,Blepharisma,U0.75,63,1,1,Blepharisma,1,120
71,Blepharisma,U0.75,63,2,1,Blepharisma,1,180
72,Blepharisma,U0.75,63,3,1,Blepharisma,1,60
73,P.caudatum,U0.75,63,1,1,P.caudatum+Loxocephallus,2,120
73,Loxocephallus,U0.75,63,1,1,P.caudatum+Loxocephallus,2,0
74,P.caudatum,U0.75,63,2,1,P.caudatum+Loxocephallus,2,120
74,Loxocephallus,U0.75,63,2,1,P.caudatum+Loxocephallus,2,0
75,P.caudatum,U0.75,63,3,1,P.caudatum+Loxocephallus,2,120
75,Loxocephallus,U0.75,63,3,1,P.caudatum+Loxocephallus,2,0
76,P.caudatum,U0.75,63,1,1,P.caudatum+Blepharisma,2,0
76,Blepharisma,U0.75,63,1,1,P.caudatum+Blepharisma,2,120
77,P.caudatum,U0.75,63,2,1,P.caudatum+Blepharisma,2,0
77,Blepharisma,U0.75,63,2,1,P.caudatum+Blepharisma,2,60
78,P.caudatum,U0.75,63,3,1,P.caudatum+Blepharisma,2,0
78,Blepharisma,U0.75,63,3,1,P.caudatum+Blepharisma,2,180
79,Blepharisma,U0.75,63,1,1,Blepharisma+Loxocephallus,2,120
79,Loxocephallus,U0.75,63,1,1,Blepharisma+Loxocephallus,2,0
80,Blepharisma,U0.75,63,2,1,Blepharisma+Loxocephallus,2,240
80,Loxocephallus,U0.75,63,2,1,Blepharisma+Loxocephallus,2,0
81,Blepharisma,U0.75,63,3,1,Blepharisma+Loxocephallus,2,120
81,Loxocephallus,U0.75,63,3,1,Blepharisma+Loxocephallus,2,0
82,P.caudatum,U0.75,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
82,Loxocephallus,U0.75,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
82,Blepharisma,U0.75,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,120
83,P.caudatum,U0.75,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
83,Loxocephallus,U0.75,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
83,Blepharisma,U0.75,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,240
84,P.caudatum,U0.75,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Loxocephallus,U0.75,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
84,Blepharisma,U0.75,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
85,P.caudatum,U0.5,63,1,1,P.caudatum,1,120
86,P.caudatum,U0.5,63,2,1,P.caudatum,1,360
87,P.caudatum,U0.5,63,3,1,P.caudatum,1,180
88,Loxocephallus,U0.5,63,1,1,Loxocephallus,1,0
89,Loxocephallus,U0.5,63,2,1,Loxocephallus,1,0
90,Loxocephallus,U0.5,63,3,1,Loxocephallus,1,0
91,Blepharisma,U0.5,63,1,1,Blepharisma,1,90
92,Blepharisma,U0.5,63,2,1,Blepharisma,1,180
93,Blepharisma,U0.5,63,3,1,Blepharisma,1,180
94,P.caudatum,U0.5,63,1,1,P.caudatum+Loxocephallus,2,120
94,Loxocephallus,U0.5,63,1,1,P.caudatum+Loxocephallus,2,0
95,P.caudatum,U0.5,63,2,1,P.caudatum+Loxocephallus,2,60
95,Loxocephallus,U0.5,63,2,1,P.caudatum+Loxocephallus,2,0
96,P.caudatum,U0.5,63,3,1,P.caudatum+Loxocephallus,2,180
96,Loxocephallus,U0.5,63,3,1,P.caudatum+Loxocephallus,2,0
97,P.caudatum,U0.5,63,1,1,P.caudatum+Blepharisma,2,0
97,Blepharisma,U0.5,63,1,1,P.caudatum+Blepharisma,2,60
98,P.caudatum,U0.5,63,2,1,P.caudatum+Blepharisma,2,120
98,Blepharisma,U0.5,63,2,1,P.caudatum+Blepharisma,2,240
99,P.caudatum,U0.5,63,3,1,P.caudatum+Blepharisma,2,1
99,Blepharisma,U0.5,63,3,1,P.caudatum+Blepharisma,2,180
100,Blepharisma,U0.5,63,1,1,Blepharisma+Loxocephallus,2,120
100,Loxocephallus,U0.5,63,1,1,Blepharisma+Loxocephallus,2,0
101,Blepharisma,U0.5,63,2,1,Blepharisma+Loxocephallus,2,180
101,Loxocephallus,U0.5,63,2,1,Blepharisma+Loxocephallus,2,0
102,Blepharisma,U0.5,63,3,1,Blepharisma+Loxocephallus,2,120
102,Loxocephallus,U0.5,63,3,1,Blepharisma+Loxocephallus,2,0
103,P.caudatum,U0.5,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
103,Loxocephallus,U0.5,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
103,Blepharisma,U0.5,63,1,1,P.caudatum+Loxocephallus+Blepharisma,3,180
104,P.caudatum,U0.5,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,1
104,Loxocephallus,U0.5,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
104,Blepharisma,U0.5,63,2,1,P.caudatum+Loxocephallus+Blepharisma,3,240
105,P.caudatum,U0.5,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
105,Loxocephallus,U0.5,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
105,Blepharisma,U0.5,63,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
1,P.caudatum,S,67,1,1,P.caudatum,1,180
2,P.caudatum,S,67,2,1,P.caudatum,1,120
3,P.caudatum,S,67,3,1,P.caudatum,1,240
4,Loxocephallus,S,67,1,1,Loxocephallus,1,0
5,Loxocephallus,S,67,2,1,Loxocephallus,1,0
6,Loxocephallus,S,67,3,1,Loxocephallus,1,0
7,Blepharisma,S,67,1,1,Blepharisma,1,300
8,Blepharisma,S,67,2,1,Blepharisma,1,360
9,Blepharisma,S,67,3,1,Blepharisma,1,360
10,P.caudatum,S,67,1,1,P.caudatum+Loxocephallus,2,300
10,Loxocephallus,S,67,1,1,P.caudatum+Loxocephallus,2,0
11,P.caudatum,S,67,2,1,P.caudatum+Loxocephallus,2,180
11,Loxocephallus,S,67,2,1,P.caudatum+Loxocephallus,2,0
12,P.caudatum,S,67,3,1,P.caudatum+Loxocephallus,2,180
12,Loxocephallus,S,67,3,1,P.caudatum+Loxocephallus,2,0
13,P.caudatum,S,67,1,1,P.caudatum+Blepharisma,2,120
13,Blepharisma,S,67,1,1,P.caudatum+Blepharisma,2,120
14,P.caudatum,S,67,2,1,P.caudatum+Blepharisma,2,180
14,Blepharisma,S,67,2,1,P.caudatum+Blepharisma,2,120
15,P.caudatum,S,67,3,1,P.caudatum+Blepharisma,2,6
15,Blepharisma,S,67,3,1,P.caudatum+Blepharisma,2,300
16,Blepharisma,S,67,1,1,Blepharisma+Loxocephallus,2,180
16,Loxocephallus,S,67,1,1,Blepharisma+Loxocephallus,2,0
17,Blepharisma,S,67,2,1,Blepharisma+Loxocephallus,2,180
17,Loxocephallus,S,67,2,1,Blepharisma+Loxocephallus,2,0
18,Blepharisma,S,67,3,1,Blepharisma+Loxocephallus,2,240
18,Loxocephallus,S,67,3,1,Blepharisma+Loxocephallus,2,0
19,P.caudatum,S,67,1,1,P.caudatum+Loxocephallus+Blepharisma,3,8
19,Loxocephallus,S,67,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
19,Blepharisma,S,67,1,1,P.caudatum+Loxocephallus+Blepharisma,3,240
20,P.caudatum,S,67,2,1,P.caudatum+Loxocephallus+Blepharisma,3,2
20,Loxocephallus,S,67,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
20,Blepharisma,S,67,2,1,P.caudatum+Loxocephallus+Blepharisma,3,360
21,P.caudatum,S,67,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Loxocephallus,S,67,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
21,Blepharisma,S,67,3,1,P.caudatum+Loxocephallus+Blepharisma,3,NA
22,P.caudatum,U3,67,1,1,P.caudatum,1,60
23,P.caudatum,U3,67,2,1,P.caudatum,1,60
24,P.caudatum,U3,67,3,1,P.caudatum,1,60
25,Loxocephallus,U3,67,1,1,Loxocephallus,1,NA
26,Loxocephallus,U3,67,2,1,Loxocephallus,1,0
27,Loxocephallus,U3,67,3,1,Loxocephallus,1,0
28,Blepharisma,U3,67,1,1,Blepharisma,1,2
29,Blepharisma,U3,67,2,1,Blepharisma,1,3
30,Blepharisma,U3,67,3,1,Blepharisma,1,4
31,P.caudatum,U3,67,1,1,P.caudatum+Loxocephallus,2,60
31,Loxocephallus,U3,67,1,1,P.caudatum+Loxocephallus,2,0
32,P.caudatum,U3,67,2,1,P.caudatum+Loxocephallus,2,240
32,Loxocephallus,U3,67,2,1,P.caudatum+Loxocephallus,2,0
33,P.caudatum,U3,67,3,1,P.caudatum+Loxocephallus,2,4
33,Loxocephallus,U3,67,3,1,P.caudatum+Loxocephallus,2,0
34,P.caudatum,U3,67,1,1,P.caudatum+Blepharisma,2,0
34,Blepharisma,U3,67,1,1,P.caudatum+Blepharisma,2,60
35,P.caudatum,U3,67,2,1,P.caudatum+Blepharisma,2,0
35,Blepharisma,U3,67,2,1,P.caudatum+Blepharisma,2,180
36,P.caudatum,U3,67,3,1,P.caudatum+Blepharisma,2,0
36,Blepharisma,U3,67,3,1,P.caudatum+Blepharisma,2,40
37,Blepharisma,U3,67,1,1,Blepharisma+Loxocephallus,2,3
37,Loxocephallus,U3,67,1,1,Blepharisma+Loxocephallus,2,0
38,Blepharisma,U3,67,2,1,Blepharisma+Loxocephallus,2,3
38,Loxocephallus,U3,67,2,1,Blepharisma+Loxocephallus,2,0
39,Blepharisma,U3,67,3,1,Blepharisma+Loxocephallus,2,NA
39,Loxocephallus,U3,67,3,1,Blepharisma+Loxocephallus,2,NA
40,P.caudatum,U3,67,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
40,Loxocephallus,U3,67,1,1,P.caudatum+Loxocephallus+Blepharisma,3,0
40,Blepharisma,U3,67,1,1,P.caudatum+Loxocephallus+Blepharisma,3,60
41,P.caudatum,U3,67,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
41,Loxocephallus,U3,67,2,1,P.caudatum+Loxocephallus+Blepharisma,3,0
