Jar,Species,Day,Treatment,Replicate,Community,Community.Complexity,td
150,Loxocephallus,58,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
150,P.caudatum,58,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,67.51696523
1,P.caudatum,61,15,1,P.caudatum,1,1627.754118
2,P.caudatum,61,15,2,P.caudatum,1,1669.198286
3,P.caudatum,61,15,3,P.caudatum,1,3212.610326
4,P.caudatum,61,15,4,P.caudatum,1,1180.551491
5,P.caudatum,61,15,5,P.caudatum,1,1084.315003
6,P.caudatum,61,20,1,P.caudatum,1,1185.210362
7,P.caudatum,61,20,2,P.caudatum,1,2173.334637
8,P.caudatum,61,20,3,P.caudatum,1,2582.390649
9,P.caudatum,61,20,4,P.caudatum,1,3119.804134
10,P.caudatum,61,20,5,P.caudatum,1,1540.310082
11,Loxocephallus,61,15,1,Loxocephalus,1,0
12,Loxocephallus,61,15,2,Loxocephalus,1,165.9461117
13,Loxocephallus,61,15,3,Loxocephalus,1,1.002700605
14,Loxocephallus,61,15,4,Loxocephalus,1,2.002427819
15,Loxocephallus,61,15,5,Loxocephalus,1,134.0772733
16,Loxocephallus,61,20,1,Loxocephalus,1,0
17,Loxocephallus,61,20,2,Loxocephalus,1,0
18,Loxocephallus,61,20,3,Loxocephalus,1,8527.830216
19,Loxocephallus,61,20,4,Loxocephalus,1,12.96938355
20,Loxocephallus,61,20,5,Loxocephalus,1,316.9661309
21,Colpidium,61,15,1,Colpidium,1,12729.54999
22,Colpidium,61,15,2,Colpidium,1,11389.09696
23,Colpidium,61,15,3,Colpidium,1,11030.82816
24,Colpidium,61,15,4,Colpidium,1,9309.408304
25,Colpidium,61,15,5,Colpidium,1,10051.59732
26,Colpidium,61,20,1,Colpidium,1,9121.921014
27,Colpidium,61,20,2,Colpidium,1,8999.91626
28,Colpidium,61,20,3,Colpidium,1,8442.797896
29,Colpidium,61,20,4,Colpidium,1,7766.207101
30,Colpidium,61,20,5,Colpidium,1,9373.628059
31,Blepharisma,61,15,1,Blepharisma,1,406.6125828
32,Blepharisma,61,15,2,Blepharisma,1,577.6350922
33,Blepharisma,61,15,3,Blepharisma,1,496.1979023
34,Blepharisma,61,15,4,Blepharisma,1,932.754486
35,Blepharisma,61,15,5,Blepharisma,1,111.458805
36,Blepharisma,61,20,1,Blepharisma,1,4197.31128
37,Blepharisma,61,20,2,Blepharisma,1,4011.717339
38,Blepharisma,61,20,3,Blepharisma,1,1898.619787
39,Blepharisma,61,20,4,Blepharisma,1,2545.319252
40,Blepharisma,61,20,5,Blepharisma,1,3280.033991
41,Loxocephallus,61,15,1,Paramecium caudatum + Loxocephalus,2,0
41,P.caudatum,61,15,1,Paramecium caudatum + Loxocephalus,2,544.9320447
42,Loxocephallus,61,15,2,Paramecium caudatum + Loxocephalus,2,0
42,P.caudatum,61,15,2,Paramecium caudatum + Loxocephalus,2,899.7045313
43,Loxocephallus,61,15,3,Paramecium caudatum + Loxocephalus,2,0
43,P.caudatum,61,15,3,Paramecium caudatum + Loxocephalus,2,1018.567989
44,Loxocephallus,61,15,4,Paramecium caudatum + Loxocephalus,2,0
44,P.caudatum,61,15,4,Paramecium caudatum + Loxocephalus,2,1235.506074
45,Loxocephallus,61,15,5,Paramecium caudatum + Loxocephalus,2,0
45,P.caudatum,61,15,5,Paramecium caudatum + Loxocephalus,2,1124.681848
46,Loxocephallus,61,20,1,Paramecium caudatum + Loxocephalus,2,0
46,P.caudatum,61,20,1,Paramecium caudatum + Loxocephalus,2,456.3884257
47,Loxocephallus,61,20,2,Paramecium caudatum + Loxocephalus,2,0
47,P.caudatum,61,20,2,Paramecium caudatum + Loxocephalus,2,811.2416452
48,Loxocephallus,61,20,3,Paramecium caudatum + Loxocephalus,2,0
48,P.caudatum,61,20,3,Paramecium caudatum + Loxocephalus,2,839.2046313
49,Loxocephallus,61,20,4,Paramecium caudatum + Loxocephalus,2,0
49,P.caudatum,61,20,4,Paramecium caudatum + Loxocephalus,2,788.9317796
50,Loxocephallus,61,20,5,Paramecium caudatum + Loxocephalus,2,0
50,P.caudatum,61,20,5,Paramecium caudatum + Loxocephalus,2,477.2701613
51,Blepharisma,61,15,1,Paramecium caudatum + Blepharisma,2,315.3782383
51,P.caudatum,61,15,1,Paramecium caudatum + Blepharisma,2,1340.357513
52,Blepharisma,61,15,2,Paramecium caudatum + Blepharisma,2,182.1953439
52,P.caudatum,61,15,2,Paramecium caudatum + Blepharisma,2,182.1953439
53,Blepharisma,61,15,3,Paramecium caudatum + Blepharisma,2,290.744898
53,P.caudatum,61,15,3,Paramecium caudatum + Blepharisma,2,872.2346939
54,Blepharisma,61,15,4,Paramecium caudatum + Blepharisma,2,478.0689951
54,P.caudatum,61,15,4,Paramecium caudatum + Blepharisma,2,1035.816156
55,Blepharisma,61,15,5,Paramecium caudatum + Blepharisma,2,140.2639137
55,P.caudatum,61,15,5,Paramecium caudatum + Blepharisma,2,739.4913409
56,Blepharisma,61,20,1,Paramecium caudatum + Blepharisma,2,506.4698001
56,P.caudatum,61,20,1,Paramecium caudatum + Blepharisma,2,8.952841416
57,Blepharisma,61,20,2,Paramecium caudatum + Blepharisma,2,1294.381002
57,P.caudatum,61,20,2,Paramecium caudatum + Blepharisma,2,554.7347153
58,Blepharisma,61,20,3,Paramecium caudatum + Blepharisma,2,1326.284626
58,P.caudatum,61,20,3,Paramecium caudatum + Blepharisma,2,82.89278912
59,Blepharisma,61,20,4,Paramecium caudatum + Blepharisma,2,598.9193548
59,P.caudatum,61,20,4,Paramecium caudatum + Blepharisma,2,0
60,Blepharisma,61,20,5,Paramecium caudatum + Blepharisma,2,411.0324594
60,P.caudatum,61,20,5,Paramecium caudatum + Blepharisma,2,0
61,Colpidium,61,15,1,Paramecium caudatum + Colpidium,2,10592.36055
61,P.caudatum,61,15,1,Paramecium caudatum + Colpidium,2,240.735467
62,Colpidium,61,15,2,Paramecium caudatum + Colpidium,2,10663.33366
62,P.caudatum,61,15,2,Paramecium caudatum + Colpidium,2,413.3075061
63,Colpidium,61,15,3,Paramecium caudatum + Colpidium,2,11956.87558
63,P.caudatum,61,15,3,Paramecium caudatum + Colpidium,2,27.34230627
64,Colpidium,61,15,4,Paramecium caudatum + Colpidium,2,11047.21916
64,P.caudatum,61,15,4,Paramecium caudatum + Colpidium,2,4.002738773
65,Colpidium,61,15,5,Paramecium caudatum + Colpidium,2,14979.99306
65,P.caudatum,61,15,5,Paramecium caudatum + Colpidium,2,0
66,Colpidium,61,20,1,Paramecium caudatum + Colpidium,2,11013.35102
66,P.caudatum,61,20,1,Paramecium caudatum + Colpidium,2,669.3196752
67,Colpidium,61,20,2,Paramecium caudatum + Colpidium,2,11043.01003
67,P.caudatum,61,20,2,Paramecium caudatum + Colpidium,2,1121.555706
68,Colpidium,61,20,3,Paramecium caudatum + Colpidium,2,12739.99952
68,P.caudatum,61,20,3,Paramecium caudatum + Colpidium,2,324.585975
69,Colpidium,61,20,4,Paramecium caudatum + Colpidium,2,9059.906388
69,P.caudatum,61,20,4,Paramecium caudatum + Colpidium,2,1132.488299
70,Colpidium,61,20,5,Paramecium caudatum + Colpidium,2,8832.02437
70,P.caudatum,61,20,5,Paramecium caudatum + Colpidium,2,1622.208558
71,Blepharisma,61,15,1,Loxocephalus + Blepharisma,2,879.4461694
71,Loxocephallus,61,15,1,Loxocephalus + Blepharisma,2,0
72,Blepharisma,61,15,2,Loxocephalus + Blepharisma,2,1077.70286
72,Loxocephallus,61,15,2,Loxocephalus + Blepharisma,2,0
73,Blepharisma,61,15,3,Loxocephalus + Blepharisma,2,380.4910394
73,Loxocephallus,61,15,3,Loxocephalus + Blepharisma,2,0
74,Blepharisma,61,15,4,Loxocephalus + Blepharisma,2,466.7221122
74,Loxocephallus,61,15,4,Loxocephalus + Blepharisma,2,0
75,Blepharisma,61,15,5,Loxocephalus + Blepharisma,2,461.8320242
75,Loxocephallus,61,15,5,Loxocephalus + Blepharisma,2,0
76,Blepharisma,61,20,1,Loxocephalus + Blepharisma,2,3814.436066
76,Loxocephallus,61,20,1,Loxocephalus + Blepharisma,2,0
77,Blepharisma,61,20,2,Loxocephalus + Blepharisma,2,2306.769827
77,Loxocephallus,61,20,2,Loxocephalus + Blepharisma,2,0
78,Blepharisma,61,20,3,Loxocephalus + Blepharisma,2,2549.303147
78,Loxocephallus,61,20,3,Loxocephalus + Blepharisma,2,0
79,Blepharisma,61,20,4,Loxocephalus + Blepharisma,2,2765.290919
79,Loxocephallus,61,20,4,Loxocephalus + Blepharisma,2,0
80,Blepharisma,61,20,5,Loxocephalus + Blepharisma,2,3414.991587
80,Loxocephallus,61,20,5,Loxocephalus + Blepharisma,2,0
81,Colpidium,61,15,1,Loxocephalus + Colpidium,2,11899.42277
81,Loxocephallus,61,15,1,Loxocephalus + Colpidium,2,0
82,Colpidium,61,15,2,Loxocephalus + Colpidium,2,12654.56313
82,Loxocephallus,61,15,2,Loxocephalus + Colpidium,2,0
83,Colpidium,61,15,3,Loxocephalus + Colpidium,2,10664.96973
83,Loxocephallus,61,15,3,Loxocephalus + Colpidium,2,0
84,Colpidium,61,15,4,Loxocephalus + Colpidium,2,12616.09779
84,Loxocephallus,61,15,4,Loxocephalus + Colpidium,2,0
85,Colpidium,61,15,5,Loxocephalus + Colpidium,2,9293.01474
85,Loxocephallus,61,15,5,Loxocephalus + Colpidium,2,0
86,Colpidium,61,20,1,Loxocephalus + Colpidium,2,10699.07811
86,Loxocephallus,61,20,1,Loxocephalus + Colpidium,2,0
87,Colpidium,61,20,2,Loxocephalus + Colpidium,2,8023.251919
87,Loxocephallus,61,20,2,Loxocephalus + Colpidium,2,0
88,Colpidium,61,20,3,Loxocephalus + Colpidium,2,13518.21739
88,Loxocephallus,61,20,3,Loxocephalus + Colpidium,2,0
89,Colpidium,61,20,4,Loxocephalus + Colpidium,2,11880.71545
89,Loxocephallus,61,20,4,Loxocephalus + Colpidium,2,0
90,Colpidium,61,20,5,Loxocephalus + Colpidium,2,8261.65928
90,Loxocephallus,61,20,5,Loxocephalus + Colpidium,2,0
91,Blepharisma,61,15,1,Blepharisma + Colpidium,2,356.077489
91,Colpidium,61,15,1,Blepharisma + Colpidium,2,445.0968612
92,Blepharisma,61,15,2,Blepharisma + Colpidium,2,200.1801075
92,Colpidium,61,15,2,Blepharisma + Colpidium,2,500.4502688
93,Blepharisma,61,15,3,Blepharisma + Colpidium,2,324.2490842
93,Colpidium,61,15,3,Blepharisma + Colpidium,2,108.0830281
94,Blepharisma,61,15,4,Blepharisma + Colpidium,2,9.972904309
94,Colpidium,61,15,4,Blepharisma + Colpidium,2,8493.166856
95,Blepharisma,61,15,5,Blepharisma + Colpidium,2,141.5132256
95,Colpidium,61,15,5,Blepharisma + Colpidium,2,347.3905217
96,Blepharisma,61,20,1,Blepharisma + Colpidium,2,1101.490845
96,Colpidium,61,20,1,Blepharisma + Colpidium,2,2.99835035
97,Blepharisma,61,20,2,Blepharisma + Colpidium,2,1673.395049
97,Colpidium,61,20,2,Blepharisma + Colpidium,2,51.97749648
98,Blepharisma,61,20,3,Blepharisma + Colpidium,2,1669.967259
98,Colpidium,61,20,3,Blepharisma + Colpidium,2,133.5973807
99,Blepharisma,61,20,4,Blepharisma + Colpidium,2,2826.921575
99,Colpidium,61,20,4,Blepharisma + Colpidium,2,110.8596696
100,Blepharisma,61,20,5,Blepharisma + Colpidium,2,2851.415655
100,Colpidium,61,20,5,Blepharisma + Colpidium,2,121.3368364
101,Blepharisma,61,15,1,P.caudatum + Loxocephalus + Blepharisma,3,288.8996936
101,Loxocephallus,61,15,1,P.caudatum + Loxocephalus + Blepharisma,3,0
101,P.caudatum,61,15,1,P.caudatum + Loxocephalus + Blepharisma,3,866.6990807
102,Blepharisma,61,15,2,P.caudatum + Loxocephalus + Blepharisma,3,837.6713948
102,Loxocephallus,61,15,2,P.caudatum + Loxocephalus + Blepharisma,3,0
102,P.caudatum,61,15,2,P.caudatum + Loxocephalus + Blepharisma,3,119.6673421
103,Blepharisma,61,15,3,P.caudatum + Loxocephalus + Blepharisma,3,58.59735077
103,Loxocephallus,61,15,3,P.caudatum + Loxocephalus + Blepharisma,3,0
103,P.caudatum,61,15,3,P.caudatum + Loxocephalus + Blepharisma,3,660.1760849
104,Blepharisma,61,15,4,P.caudatum + Loxocephalus + Blepharisma,3,306.2120432
104,Loxocephallus,61,15,4,P.caudatum + Loxocephalus + Blepharisma,3,0
104,P.caudatum,61,15,4,P.caudatum + Loxocephalus + Blepharisma,3,459.3180648
105,Blepharisma,61,15,5,P.caudatum + Loxocephalus + Blepharisma,3,26.00764034
105,Loxocephallus,61,15,5,P.caudatum + Loxocephalus + Blepharisma,3,0
105,P.caudatum,61,15,5,P.caudatum + Loxocephalus + Blepharisma,3,908.5799813
106,Blepharisma,61,20,1,P.caudatum + Loxocephalus + Blepharisma,3,120.9590866
106,Loxocephallus,61,20,1,P.caudatum + Loxocephalus + Blepharisma,3,0
106,P.caudatum,61,20,1,P.caudatum + Loxocephalus + Blepharisma,3,483.8363463
107,Blepharisma,61,20,2,P.caudatum + Loxocephalus + Blepharisma,3,741.9530686
107,Loxocephallus,61,20,2,P.caudatum + Loxocephalus + Blepharisma,3,0
107,P.caudatum,61,20,2,P.caudatum + Loxocephalus + Blepharisma,3,494.6353791
108,Blepharisma,61,20,3,P.caudatum + Loxocephalus + Blepharisma,3,1229.316329
108,Loxocephallus,61,20,3,P.caudatum + Loxocephalus + Blepharisma,3,0
108,P.caudatum,61,20,3,P.caudatum + Loxocephalus + Blepharisma,3,5.012788116
109,Blepharisma,61,20,4,P.caudatum + Loxocephalus + Blepharisma,3,386.5607381
109,Loxocephallus,61,20,4,P.caudatum + Loxocephalus + Blepharisma,3,0
109,P.caudatum,61,20,4,P.caudatum + Loxocephalus + Blepharisma,3,165.6688877
110,Blepharisma,61,20,5,P.caudatum + Loxocephalus + Blepharisma,3,376.8478752
110,Loxocephallus,61,20,5,P.caudatum + Loxocephalus + Blepharisma,3,0
110,P.caudatum,61,20,5,P.caudatum + Loxocephalus + Blepharisma,3,527.5870253
111,Colpidium,61,15,1,P.caudatum + Loxocephalus + Colpidium,3,6935.134831
111,Loxocephallus,61,15,1,P.caudatum + Loxocephalus + Colpidium,3,0
111,P.caudatum,61,15,1,P.caudatum + Loxocephalus + Colpidium,3,106.694382
112,Colpidium,61,15,2,P.caudatum + Loxocephalus + Colpidium,3,10234.7548
112,Loxocephallus,61,15,2,P.caudatum + Loxocephalus + Colpidium,3,0
112,P.caudatum,61,15,2,P.caudatum + Loxocephalus + Colpidium,3,111.2473348
113,Colpidium,61,15,3,P.caudatum + Loxocephalus + Colpidium,3,10763.33095
113,Loxocephallus,61,15,3,P.caudatum + Loxocephalus + Colpidium,3,0
113,P.caudatum,61,15,3,P.caudatum + Loxocephalus + Colpidium,3,252.2655691
114,Colpidium,61,15,4,P.caudatum + Loxocephalus + Colpidium,3,9432.864407
114,Loxocephallus,61,15,4,P.caudatum + Loxocephalus + Colpidium,3,0
114,P.caudatum,61,15,4,P.caudatum + Loxocephalus + Colpidium,3,153.5703642
115,Colpidium,61,15,5,P.caudatum + Loxocephalus + Colpidium,3,10717.35052
115,Loxocephallus,61,15,5,P.caudatum + Loxocephalus + Colpidium,3,0
115,P.caudatum,61,15,5,P.caudatum + Loxocephalus + Colpidium,3,238.1633449
116,Colpidium,61,20,1,P.caudatum + Loxocephalus + Colpidium,3,11271.32835
116,Loxocephallus,61,20,1,P.caudatum + Loxocephalus + Colpidium,3,0
116,P.caudatum,61,20,1,P.caudatum + Loxocephalus + Colpidium,3,146.1544384
117,Colpidium,61,20,2,P.caudatum + Loxocephalus + Colpidium,3,8947.480906
117,Loxocephallus,61,20,2,P.caudatum + Loxocephalus + Colpidium,3,0
117,P.caudatum,61,20,2,P.caudatum + Loxocephalus + Colpidium,3,766.9269348
118,Colpidium,61,20,3,P.caudatum + Loxocephalus + Colpidium,3,11494.55336
118,Loxocephallus,61,20,3,P.caudatum + Loxocephalus + Colpidium,3,0
118,P.caudatum,61,20,3,P.caudatum + Loxocephalus + Colpidium,3,247.2190548
119,Colpidium,61,20,4,P.caudatum + Loxocephalus + Colpidium,3,10311.23117
119,Loxocephallus,61,20,4,P.caudatum + Loxocephalus + Colpidium,3,0
119,P.caudatum,61,20,4,P.caudatum + Loxocephalus + Colpidium,3,241.1983899
120,Colpidium,61,20,5,P.caudatum + Loxocephalus + Colpidium,3,11922.42154
120,Loxocephallus,61,20,5,P.caudatum + Loxocephalus + Colpidium,3,0
120,P.caudatum,61,20,5,P.caudatum + Loxocephalus + Colpidium,3,171.1352374
121,Blepharisma,61,15,1,P.caudatum + Blepharisma + Colpidium,3,3.997944772
121,Colpidium,61,15,1,P.caudatum + Blepharisma + Colpidium,3,9925.681093
121,P.caudatum,61,15,1,P.caudatum + Blepharisma + Colpidium,3,70.8977221
122,Blepharisma,61,15,2,P.caudatum + Blepharisma + Colpidium,3,26.97526528
122,Colpidium,61,15,2,P.caudatum + Blepharisma + Colpidium,3,9146.935319
122,P.caudatum,61,15,2,P.caudatum + Blepharisma + Colpidium,3,22.42826965
123,Blepharisma,61,15,3,P.caudatum + Blepharisma + Colpidium,3,195.7533063
123,Colpidium,61,15,3,P.caudatum + Blepharisma + Colpidium,3,1174.519838
123,P.caudatum,61,15,3,P.caudatum + Blepharisma + Colpidium,3,146.8149797
124,Blepharisma,61,15,4,P.caudatum + Blepharisma + Colpidium,3,100.3688851
124,Colpidium,61,15,4,P.caudatum + Blepharisma + Colpidium,3,802.9510808
124,P.caudatum,61,15,4,P.caudatum + Blepharisma + Colpidium,3,200.7377702
125,Blepharisma,61,15,5,P.caudatum + Blepharisma + Colpidium,3,3.005867545
125,Colpidium,61,15,5,P.caudatum + Blepharisma + Colpidium,3,10266.35594
125,P.caudatum,61,15,5,P.caudatum + Blepharisma + Colpidium,3,4.007823393
126,Blepharisma,61,20,1,P.caudatum + Blepharisma + Colpidium,3,869.6091828
126,Colpidium,61,20,1,P.caudatum + Blepharisma + Colpidium,3,6000.303362
126,P.caudatum,61,20,1,P.caudatum + Blepharisma + Colpidium,3,29.97550636
127,Blepharisma,61,20,2,P.caudatum + Blepharisma + Colpidium,3,1135.719277
127,Colpidium,61,20,2,P.caudatum + Blepharisma + Colpidium,3,378.5730922
127,P.caudatum,61,20,2,P.caudatum + Blepharisma + Colpidium,3,3.009198479
128,Blepharisma,61,20,3,P.caudatum + Blepharisma + Colpidium,3,811.0578414
128,Colpidium,61,20,3,P.caudatum + Blepharisma + Colpidium,3,1824.880143
128,P.caudatum,61,20,3,P.caudatum + Blepharisma + Colpidium,3,13.43166377
129,Blepharisma,61,20,4,P.caudatum + Blepharisma + Colpidium,3,533.415542
129,Colpidium,61,20,4,P.caudatum + Blepharisma + Colpidium,3,152.4044406
129,P.caudatum,61,20,4,P.caudatum + Blepharisma + Colpidium,3,2
130,Blepharisma,61,20,5,P.caudatum + Blepharisma + Colpidium,3,1004.997144
130,Colpidium,61,20,5,P.caudatum + Blepharisma + Colpidium,3,532.0573115
130,P.caudatum,61,20,5,P.caudatum + Blepharisma + Colpidium,3,472.9398324
131,Blepharisma,61,15,1,Loxocephalus + Blepharisma + Colpidium,3,43.76970846
131,Colpidium,61,15,1,Loxocephalus + Blepharisma + Colpidium,3,9828.407463
131,Loxocephallus,61,15,1,Loxocephalus + Blepharisma + Colpidium,3,0
132,Blepharisma,61,15,2,Loxocephalus + Blepharisma + Colpidium,3,37.29429941
132,Colpidium,61,15,2,Loxocephalus + Blepharisma + Colpidium,3,12821.67242
132,Loxocephallus,61,15,2,Loxocephalus + Blepharisma + Colpidium,3,0
133,Blepharisma,61,15,3,Loxocephalus + Blepharisma + Colpidium,3,96.83534137
133,Colpidium,61,15,3,Loxocephalus + Blepharisma + Colpidium,3,10409.32683
133,Loxocephallus,61,15,3,Loxocephalus + Blepharisma + Colpidium,3,0
134,Blepharisma,61,15,4,Loxocephalus + Blepharisma + Colpidium,3,310.3706968
134,Colpidium,61,15,4,Loxocephalus + Blepharisma + Colpidium,3,413.8275957
134,Loxocephallus,61,15,4,Loxocephalus + Blepharisma + Colpidium,3,0
135,Blepharisma,61,15,5,Loxocephalus + Blepharisma + Colpidium,3,364.7576277
135,Colpidium,61,15,5,Loxocephalus + Blepharisma + Colpidium,3,11064.31471
135,Loxocephallus,61,15,5,Loxocephalus + Blepharisma + Colpidium,3,0
136,Blepharisma,61,20,1,Loxocephalus + Blepharisma + Colpidium,3,2090.12091
136,Colpidium,61,20,1,Loxocephalus + Blepharisma + Colpidium,3,90.87482219
136,Loxocephallus,61,20,1,Loxocephalus + Blepharisma + Colpidium,3,0
137,Blepharisma,61,20,2,Loxocephalus + Blepharisma + Colpidium,3,1421.318182
137,Colpidium,61,20,2,Loxocephalus + Blepharisma + Colpidium,3,203.0454545
137,Loxocephallus,61,20,2,Loxocephalus + Blepharisma + Colpidium,3,0
138,Blepharisma,61,20,3,Loxocephalus + Blepharisma + Colpidium,3,225.9241508
138,Colpidium,61,20,3,Loxocephalus + Blepharisma + Colpidium,3,9653.993445
138,Loxocephallus,61,20,3,Loxocephalus + Blepharisma + Colpidium,3,0
139,Blepharisma,61,20,4,Loxocephalus + Blepharisma + Colpidium,3,784.2572025
139,Colpidium,61,20,4,Loxocephalus + Blepharisma + Colpidium,3,46.13277662
139,Loxocephallus,61,20,4,Loxocephalus + Blepharisma + Colpidium,3,0
140,Blepharisma,61,20,5,Loxocephalus + Blepharisma + Colpidium,3,597.6951331
140,Colpidium,61,20,5,Loxocephalus + Blepharisma + Colpidium,3,8367.731864
140,Loxocephallus,61,20,5,Loxocephalus + Blepharisma + Colpidium,3,0
141,Blepharisma,61,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,7.010946004
141,Colpidium,61,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,9094.831731
141,Loxocephallus,61,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
141,P.caudatum,61,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,103.4539803
142,Blepharisma,61,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,108.1399287
142,Colpidium,61,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,10922.1328
142,Loxocephallus,61,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
142,P.caudatum,61,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,108.1399287
143,Blepharisma,61,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,66.19056373
143,Colpidium,61,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,6552.865809
143,Loxocephallus,61,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
143,P.caudatum,61,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,132.3811275
144,Blepharisma,61,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,42.75489428
144,Colpidium,61,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,8850.263117
144,Loxocephallus,61,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
144,P.caudatum,61,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0.996504805
145,Blepharisma,61,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,26.76217371
145,Colpidium,61,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,11116.52326
145,Loxocephallus,61,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
145,P.caudatum,61,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,53.52434743
146,Blepharisma,61,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,619.1611722
146,Colpidium,61,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,619.1611722
146,Loxocephallus,61,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
146,P.caudatum,61,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,386.9757326
147,Blepharisma,61,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,605.0745098
147,Colpidium,61,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,950.8313725
147,Loxocephallus,61,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
147,P.caudatum,61,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,79.12963702
148,Blepharisma,61,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,1411.362666
148,Colpidium,61,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,352.8406664
148,Loxocephallus,61,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
148,P.caudatum,61,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,211.7043998
149,Blepharisma,61,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,548.1594124
149,Colpidium,61,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,45.67995103
149,Loxocephallus,61,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
149,P.caudatum,61,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,137.0398531
150,Blepharisma,61,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,249.9945377
150,Colpidium,61,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,7874.827936
150,Loxocephallus,61,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
150,P.caudatum,61,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,55.88138845
1,P.caudatum,63,15,1,P.caudatum,1,1731.542181
2,P.caudatum,63,15,2,P.caudatum,1,1861.725134
3,P.caudatum,63,15,3,P.caudatum,1,3710.392036
4,P.caudatum,63,15,4,P.caudatum,1,1549.809973
5,P.caudatum,63,15,5,P.caudatum,1,1256.315679
6,P.caudatum,63,20,1,P.caudatum,1,916.5277715
7,P.caudatum,63,20,2,P.caudatum,1,2427.673657
8,P.caudatum,63,20,3,P.caudatum,1,1404.340396
9,P.caudatum,63,20,4,P.caudatum,1,2743.837622
10,P.caudatum,63,20,5,P.caudatum,1,1116.511734
11,Loxocephallus,63,15,1,Loxocephalus,1,0
12,Loxocephallus,63,15,2,Loxocephalus,1,18.00632265
13,Loxocephallus,63,15,3,Loxocephalus,1,3.997431965
14,Loxocephallus,63,15,4,Loxocephalus,1,1.999119603
15,Loxocephallus,63,15,5,Loxocephalus,1,0.999926431
16,Loxocephallus,63,20,1,Loxocephalus,1,0
17,Loxocephallus,63,20,2,Loxocephalus,1,0
18,Loxocephallus,63,20,3,Loxocephalus,1,5139.474506
19,Loxocephallus,63,20,4,Loxocephalus,1,24.9165044
20,Loxocephallus,63,20,5,Loxocephalus,1,722.9963628
21,Colpidium,63,15,1,Colpidium,1,12462.93668
22,Colpidium,63,15,2,Colpidium,1,16340.8096
23,Colpidium,63,15,3,Colpidium,1,14383.98972
24,Colpidium,63,15,4,Colpidium,1,7949.549204
25,Colpidium,63,15,5,Colpidium,1,10809.59482
26,Colpidium,63,20,1,Colpidium,1,9460.371782
27,Colpidium,63,20,2,Colpidium,1,10523.49583
28,Colpidium,63,20,3,Colpidium,1,7556.343168
29,Colpidium,63,20,4,Colpidium,1,8716.953447
30,Colpidium,63,20,5,Colpidium,1,8996.801311
31,Blepharisma,63,15,1,Blepharisma,1,646.7254773
32,Blepharisma,63,15,2,Blepharisma,1,717.8038183
33,Blepharisma,63,15,3,Blepharisma,1,830.1981913
34,Blepharisma,63,15,4,Blepharisma,1,873.5691849
35,Blepharisma,63,15,5,Blepharisma,1,359.0164599
