,Jar,Species,Day,Treatment,Replicate,Community,Community.Complexity,td
360,40,Blepharisma,2,20,5,Blepharisma,1,146.3190984
361,41,Loxocephallus,2,15,1,Paramecium caudatum + Loxocephalus,2,68.77490167
362,41,P.caudatum,2,15,1,Paramecium caudatum + Loxocephalus,2,68.77490167
363,42,Loxocephallus,2,15,2,Paramecium caudatum + Loxocephalus,2,118.556336
364,42,P.caudatum,2,15,2,Paramecium caudatum + Loxocephalus,2,118.556336
365,43,Loxocephallus,2,15,3,Paramecium caudatum + Loxocephalus,2,43.9161581
366,43,P.caudatum,2,15,3,Paramecium caudatum + Loxocephalus,2,43.91616946
367,44,Loxocephallus,2,15,4,Paramecium caudatum + Loxocephalus,2,136.9715524
368,44,P.caudatum,2,15,4,Paramecium caudatum + Loxocephalus,2,20.798058
369,45,Loxocephallus,2,15,5,Paramecium caudatum + Loxocephalus,2,191.7355729
370,45,P.caudatum,2,15,5,Paramecium caudatum + Loxocephalus,2,92.73931782
371,46,Loxocephallus,2,20,1,Paramecium caudatum + Loxocephalus,2,246.5161933
372,46,P.caudatum,2,20,1,Paramecium caudatum + Loxocephalus,2,123.2580967
373,47,Loxocephallus,2,20,2,Paramecium caudatum + Loxocephalus,2,137.857715
374,47,P.caudatum,2,20,2,Paramecium caudatum + Loxocephalus,2,413.573145
375,48,Loxocephallus,2,20,3,Paramecium caudatum + Loxocephalus,2,121.2275748
376,48,P.caudatum,2,20,3,Paramecium caudatum + Loxocephalus,2,121.2275748
377,49,Loxocephallus,2,20,4,Paramecium caudatum + Loxocephalus,2,142.8513724
378,49,P.caudatum,2,20,4,Paramecium caudatum + Loxocephalus,2,62.76140824
379,50,Loxocephallus,2,20,5,Paramecium caudatum + Loxocephalus,2,141.7809208
380,50,P.caudatum,2,20,5,Paramecium caudatum + Loxocephalus,2,567.1236833
381,51,Blepharisma,2,15,1,Paramecium caudatum + Blepharisma,2,143.4526673
382,51,P.caudatum,2,15,1,Paramecium caudatum + Blepharisma,2,143.4526673
383,52,Blepharisma,2,15,2,Paramecium caudatum + Blepharisma,2,116.5429755
384,52,P.caudatum,2,15,2,Paramecium caudatum + Blepharisma,2,18.70415535
385,53,Blepharisma,2,15,3,Paramecium caudatum + Blepharisma,2,133.6447269
386,53,P.caudatum,2,15,3,Paramecium caudatum + Blepharisma,2,133.6447269
387,54,Blepharisma,2,15,4,Paramecium caudatum + Blepharisma,2,69.17710853
388,54,P.caudatum,2,15,4,Paramecium caudatum + Blepharisma,2,266.5303955
389,55,Blepharisma,2,15,5,Paramecium caudatum + Blepharisma,2,142.4603883
390,55,P.caudatum,2,15,5,Paramecium caudatum + Blepharisma,2,142.4603883
391,56,Blepharisma,2,20,1,Paramecium caudatum + Blepharisma,2,518.067361
392,56,P.caudatum,2,20,1,Paramecium caudatum + Blepharisma,2,388.5505208
393,57,Blepharisma,2,20,2,Paramecium caudatum + Blepharisma,2,100.3489794
394,57,P.caudatum,2,20,2,Paramecium caudatum + Blepharisma,2,200.6979588
395,58,Blepharisma,2,20,3,Paramecium caudatum + Blepharisma,2,99.09037193
396,58,P.caudatum,2,20,3,Paramecium caudatum + Blepharisma,2,99.09037193
397,59,Blepharisma,2,20,4,Paramecium caudatum + Blepharisma,2,229.0102454
398,59,P.caudatum,2,20,4,Paramecium caudatum + Blepharisma,2,63.82811773
399,60,Blepharisma,2,20,5,Paramecium caudatum + Blepharisma,2,281.6424632
400,60,P.caudatum,2,20,5,Paramecium caudatum + Blepharisma,2,140.8212316
401,61,Colpidium,2,15,1,Paramecium caudatum + Colpidium,2,452.2015827
402,61,P.caudatum,2,15,1,Paramecium caudatum + Colpidium,2,150.7338609
403,62,Colpidium,2,15,2,Paramecium caudatum + Colpidium,2,395.0219355
404,62,P.caudatum,2,15,2,Paramecium caudatum + Colpidium,2,44.37304097
405,63,Colpidium,2,15,3,Paramecium caudatum + Colpidium,2,275.9772448
406,63,P.caudatum,2,15,3,Paramecium caudatum + Colpidium,2,275.9772448
407,64,Colpidium,2,15,4,Paramecium caudatum + Colpidium,2,965.4001817
408,64,P.caudatum,2,15,4,Paramecium caudatum + Colpidium,2,275.8286233
409,65,Colpidium,2,15,5,Paramecium caudatum + Colpidium,2,374.0394572
410,65,P.caudatum,2,15,5,Paramecium caudatum + Colpidium,2,95.42634644
411,66,Colpidium,2,20,1,Paramecium caudatum + Colpidium,2,255.8109312
412,66,P.caudatum,2,20,1,Paramecium caudatum + Colpidium,2,127.9054656
413,67,Colpidium,2,20,2,Paramecium caudatum + Colpidium,2,911.8458783
414,67,P.caudatum,2,20,2,Paramecium caudatum + Colpidium,2,53.12897422
415,68,Colpidium,2,20,3,Paramecium caudatum + Colpidium,2,558.8189849
416,68,P.caudatum,2,20,3,Paramecium caudatum + Colpidium,2,40.46130075
417,69,Colpidium,2,20,4,Paramecium caudatum + Colpidium,2,935.9449859
418,69,P.caudatum,2,20,4,Paramecium caudatum + Colpidium,2,217.0570977
419,70,Colpidium,2,20,5,Paramecium caudatum + Colpidium,2,187.241213
420,70,P.caudatum,2,20,5,Paramecium caudatum + Colpidium,2,231.2151944
421,71,Blepharisma,2,15,1,Loxocephalus + Blepharisma,2,158.6667076
422,71,Loxocephallus,2,15,1,Loxocephalus + Blepharisma,2,158.6667076
423,72,Blepharisma,2,15,2,Loxocephalus + Blepharisma,2,133.8383508
424,72,Loxocephallus,2,15,2,Loxocephalus + Blepharisma,2,88.73320542
425,73,Blepharisma,2,15,3,Loxocephalus + Blepharisma,2,301.0858481
426,73,Loxocephallus,2,15,3,Loxocephalus + Blepharisma,2,46.2360629
427,74,Blepharisma,2,15,4,Loxocephalus + Blepharisma,2,72.24107457
428,74,Loxocephallus,2,15,4,Loxocephalus + Blepharisma,2,173.3735059
429,75,Blepharisma,2,15,5,Loxocephalus + Blepharisma,2,174.0456354
430,75,Loxocephallus,2,15,5,Loxocephalus + Blepharisma,2,174.0456354
431,76,Blepharisma,2,20,1,Loxocephalus + Blepharisma,2,63.83400452
432,76,Loxocephallus,2,20,1,Loxocephalus + Blepharisma,2,112.9607246
433,77,Blepharisma,2,20,2,Loxocephalus + Blepharisma,2,259.3781326
434,77,Loxocephallus,2,20,2,Loxocephalus + Blepharisma,2,129.6890663
435,78,Blepharisma,2,20,3,Loxocephalus + Blepharisma,2,247.1714417
436,78,Loxocephallus,2,20,3,Loxocephalus + Blepharisma,2,247.1714417
437,79,Blepharisma,2,20,4,Loxocephalus + Blepharisma,2,388.9720433
438,79,Loxocephallus,2,20,4,Loxocephalus + Blepharisma,2,388.9720433
439,80,Blepharisma,2,20,5,Loxocephalus + Blepharisma,2,279.1158875
440,80,Loxocephallus,2,20,5,Loxocephalus + Blepharisma,2,161.7744128
441,81,Colpidium,2,15,1,Loxocephalus + Colpidium,2,465.2148969
442,81,Loxocephallus,2,15,1,Loxocephalus + Colpidium,2,155.0716323
443,82,Colpidium,2,15,2,Loxocephalus + Colpidium,2,421.5774764
444,82,Loxocephallus,2,15,2,Loxocephalus + Colpidium,2,281.0516509
445,83,Colpidium,2,15,3,Loxocephalus + Colpidium,2,542.1163457
446,83,Loxocephallus,2,15,3,Loxocephalus + Colpidium,2,216.8465383
447,84,Colpidium,2,15,4,Loxocephalus + Colpidium,2,255.0901754
448,84,Loxocephallus,2,15,4,Loxocephalus + Colpidium,2,127.5450877
449,85,Colpidium,2,15,5,Loxocephalus + Colpidium,2,617.9301885
450,85,Loxocephallus,2,15,5,Loxocephalus + Colpidium,2,123.5860377
451,86,Colpidium,2,20,1,Loxocephalus + Colpidium,2,658.9191869
452,86,Loxocephallus,2,20,1,Loxocephalus + Colpidium,2,439.2794579
453,87,Colpidium,2,20,2,Loxocephalus + Colpidium,2,691.0634714
454,87,Loxocephallus,2,20,2,Loxocephalus + Colpidium,2,138.2126943
455,88,Colpidium,2,20,3,Loxocephalus + Colpidium,2,1332.125643
456,88,Loxocephallus,2,20,3,Loxocephalus + Colpidium,2,399.6376929
457,89,Colpidium,2,20,4,Loxocephalus + Colpidium,2,1089.051199
458,89,Loxocephallus,2,20,4,Loxocephalus + Colpidium,2,363.0170662
459,90,Colpidium,2,20,5,Loxocephalus + Colpidium,2,1763.30768
460,90,Loxocephallus,2,20,5,Loxocephalus + Colpidium,2,83.87731983
461,91,Blepharisma,2,15,1,Blepharisma + Colpidium,2,72.5708358
462,91,Colpidium,2,15,1,Blepharisma + Colpidium,2,308.6640265
463,92,Blepharisma,2,15,2,Blepharisma + Colpidium,2,43.26924294
464,92,Colpidium,2,15,2,Blepharisma + Colpidium,2,387.6933212
465,93,Blepharisma,2,15,3,Blepharisma + Colpidium,2,54.96333908
466,93,Colpidium,2,15,3,Blepharisma + Colpidium,2,806.8474482
467,94,Blepharisma,2,15,4,Blepharisma + Colpidium,2,124.9782814
468,94,Colpidium,2,15,4,Blepharisma + Colpidium,2,374.9348441
469,95,Blepharisma,2,15,5,Blepharisma + Colpidium,2,327.8906299
470,95,Colpidium,2,15,5,Blepharisma + Colpidium,2,651.8359307
471,96,Blepharisma,2,20,1,Blepharisma + Colpidium,2,270.9716918
472,96,Colpidium,2,20,1,Blepharisma + Colpidium,2,541.9433835
473,97,Blepharisma,2,20,2,Blepharisma + Colpidium,2,322.1416771
474,97,Colpidium,2,20,2,Blepharisma + Colpidium,2,751.6639133
475,98,Blepharisma,2,20,3,Blepharisma + Colpidium,2,242.2347
476,98,Colpidium,2,20,3,Blepharisma + Colpidium,2,363.3520499
477,99,Blepharisma,2,20,4,Blepharisma + Colpidium,2,160.1231941
478,99,Colpidium,2,20,4,Blepharisma + Colpidium,2,1120.862359
479,100,Blepharisma,2,20,5,Blepharisma + Colpidium,2,116.5417132
480,100,Colpidium,2,20,5,Blepharisma + Colpidium,2,582.708566
481,101,Blepharisma,2,15,1,P.caudatum + Loxocephalus + Blepharisma,3,97.02646927
482,101,Loxocephallus,2,15,1,P.caudatum + Loxocephalus + Blepharisma,3,411.2446159
483,101,P.caudatum,2,15,1,P.caudatum + Loxocephalus + Blepharisma,3,28.67741329
484,102,Blepharisma,2,15,2,P.caudatum + Loxocephalus + Blepharisma,3,285.2694913
485,102,Loxocephallus,2,15,2,P.caudatum + Loxocephalus + Blepharisma,3,147.5135144
486,102,P.caudatum,2,15,2,P.caudatum + Loxocephalus + Blepharisma,3,142.6347456
487,103,Blepharisma,2,15,3,P.caudatum + Loxocephalus + Blepharisma,3,243.032326
488,103,Loxocephallus,2,15,3,P.caudatum + Loxocephalus + Blepharisma,3,486.0646519
489,103,P.caudatum,2,15,3,P.caudatum + Loxocephalus + Blepharisma,3,63.84174956
490,104,Blepharisma,2,15,4,P.caudatum + Loxocephalus + Blepharisma,3,71.1735719
491,104,Loxocephallus,2,15,4,P.caudatum + Loxocephalus + Blepharisma,3,120.7921191
492,104,P.caudatum,2,15,4,P.caudatum + Loxocephalus + Blepharisma,3,71.1735719
493,105,Blepharisma,2,15,5,P.caudatum + Loxocephalus + Blepharisma,3,138.1281234
494,105,Loxocephallus,2,15,5,P.caudatum + Loxocephalus + Blepharisma,3,69.0640617
495,105,P.caudatum,2,15,5,P.caudatum + Loxocephalus + Blepharisma,3,69.0640617
496,106,Blepharisma,2,20,1,P.caudatum + Loxocephalus + Blepharisma,3,145.5492784
497,106,Loxocephallus,2,20,1,P.caudatum + Loxocephalus + Blepharisma,3,291.0985568
498,106,P.caudatum,2,20,1,P.caudatum + Loxocephalus + Blepharisma,3,145.5492784
499,107,Blepharisma,2,20,2,P.caudatum + Loxocephalus + Blepharisma,3,216.9302382
500,107,Loxocephallus,2,20,2,P.caudatum + Loxocephalus + Blepharisma,3,325.3953573
501,107,P.caudatum,2,20,2,P.caudatum + Loxocephalus + Blepharisma,3,108.4651191
502,108,Blepharisma,2,20,3,P.caudatum + Loxocephalus + Blepharisma,3,270.0272975
503,108,Loxocephallus,2,20,3,P.caudatum + Loxocephalus + Blepharisma,3,32.24375842
504,108,P.caudatum,2,20,3,P.caudatum + Loxocephalus + Blepharisma,3,171.6999859
505,109,Blepharisma,2,20,4,P.caudatum + Loxocephalus + Blepharisma,3,56.45087652
506,109,Loxocephallus,2,20,4,P.caudatum + Loxocephalus + Blepharisma,3,267.1426346
507,109,P.caudatum,2,20,4,P.caudatum + Loxocephalus + Blepharisma,3,133.5713173
508,110,Blepharisma,2,20,5,P.caudatum + Loxocephalus + Blepharisma,3,227.567926
509,110,Loxocephallus,2,20,5,P.caudatum + Loxocephalus + Blepharisma,3,227.567926
510,110,P.caudatum,2,20,5,P.caudatum + Loxocephalus + Blepharisma,3,64.87393099
511,111,Colpidium,2,15,1,P.caudatum + Loxocephalus + Colpidium,3,351.2944299
512,111,Loxocephallus,2,15,1,P.caudatum + Loxocephalus + Colpidium,3,175.6472149
513,111,P.caudatum,2,15,1,P.caudatum + Loxocephalus + Colpidium,3,175.6472149
514,112,Colpidium,2,15,2,P.caudatum + Loxocephalus + Colpidium,3,271.4995296
515,112,Loxocephallus,2,15,2,P.caudatum + Loxocephalus + Colpidium,3,135.7497648
516,112,P.caudatum,2,15,2,P.caudatum + Loxocephalus + Colpidium,3,135.7497648
517,113,Colpidium,2,15,3,P.caudatum + Loxocephalus + Colpidium,3,279.4903975
518,113,Loxocephallus,2,15,3,P.caudatum + Loxocephalus + Colpidium,3,139.7451988
519,113,P.caudatum,2,15,3,P.caudatum + Loxocephalus + Colpidium,3,66.98138478
520,114,Colpidium,2,15,4,P.caudatum + Loxocephalus + Colpidium,3,305.6314862
521,114,Loxocephallus,2,15,4,P.caudatum + Loxocephalus + Colpidium,3,152.8157431
522,114,P.caudatum,2,15,4,P.caudatum + Loxocephalus + Colpidium,3,152.8157431
523,115,Colpidium,2,15,5,P.caudatum + Loxocephalus + Colpidium,3,321.9258818
524,115,Loxocephallus,2,15,5,P.caudatum + Loxocephalus + Colpidium,3,160.9629409
525,115,P.caudatum,2,15,5,P.caudatum + Loxocephalus + Colpidium,3,160.9629409
526,116,Colpidium,2,20,1,P.caudatum + Loxocephalus + Colpidium,3,746.0157652
527,116,Loxocephallus,2,20,1,P.caudatum + Loxocephalus + Colpidium,3,58.71654967
528,116,P.caudatum,2,20,1,P.caudatum + Loxocephalus + Colpidium,3,58.71654967
529,117,Colpidium,2,20,2,P.caudatum + Loxocephalus + Colpidium,3,520.281637
530,117,Loxocephallus,2,20,2,P.caudatum + Loxocephalus + Colpidium,3,346.8544247
531,117,P.caudatum,2,20,2,P.caudatum + Loxocephalus + Colpidium,3,260.1408185
532,118,Colpidium,2,20,3,P.caudatum + Loxocephalus + Colpidium,3,457.9428537
533,118,Loxocephallus,2,20,3,P.caudatum + Loxocephalus + Colpidium,3,369.2644714
534,118,P.caudatum,2,20,3,P.caudatum + Loxocephalus + Colpidium,3,91.58857074
535,119,Colpidium,2,20,4,P.caudatum + Loxocephalus + Colpidium,3,837.8715918
536,119,Loxocephallus,2,20,4,P.caudatum + Loxocephalus + Colpidium,3,186.1936871
537,119,P.caudatum,2,20,4,P.caudatum + Loxocephalus + Colpidium,3,372.3873741
538,120,Colpidium,2,20,5,P.caudatum + Loxocephalus + Colpidium,3,431.4255133
539,120,Loxocephallus,2,20,5,P.caudatum + Loxocephalus + Colpidium,3,143.8085044
540,120,P.caudatum,2,20,5,P.caudatum + Loxocephalus + Colpidium,3,431.4255133
541,121,Blepharisma,2,15,1,P.caudatum + Blepharisma + Colpidium,3,64.26330117
542,121,Colpidium,2,15,1,P.caudatum + Blepharisma + Colpidium,3,211.9636804
543,121,P.caudatum,2,15,1,P.caudatum + Blepharisma + Colpidium,3,423.9273607
544,122,Blepharisma,2,15,2,P.caudatum + Blepharisma + Colpidium,3,125.6253199
545,122,Colpidium,2,15,2,P.caudatum + Blepharisma + Colpidium,3,376.8759596
546,122,P.caudatum,2,15,2,P.caudatum + Blepharisma + Colpidium,3,125.6253199
547,123,Blepharisma,2,15,3,P.caudatum + Blepharisma + Colpidium,3,240.5189979
548,123,Colpidium,2,15,3,P.caudatum + Blepharisma + Colpidium,3,360.7784968
549,123,P.caudatum,2,15,3,P.caudatum + Blepharisma + Colpidium,3,120.2594989
550,124,Blepharisma,2,15,4,P.caudatum + Blepharisma + Colpidium,3,27.87918113
551,124,Colpidium,2,15,4,P.caudatum + Blepharisma + Colpidium,3,288.5682629
552,124,P.caudatum,2,15,4,P.caudatum + Blepharisma + Colpidium,3,35.34542901
553,125,Blepharisma,2,15,5,P.caudatum + Blepharisma + Colpidium,3,140.943317
554,125,Colpidium,2,15,5,P.caudatum + Blepharisma + Colpidium,3,140.943317
555,125,P.caudatum,2,15,5,P.caudatum + Blepharisma + Colpidium,3,92.28682091
556,126,Blepharisma,2,20,1,P.caudatum + Blepharisma + Colpidium,3,491.4034483
557,126,Colpidium,2,20,1,P.caudatum + Blepharisma + Colpidium,3,368.5525862
558,126,P.caudatum,2,20,1,P.caudatum + Blepharisma + Colpidium,3,64.88248376
559,127,Blepharisma,2,20,2,P.caudatum + Blepharisma + Colpidium,3,129.8824197
560,127,Colpidium,2,20,2,P.caudatum + Blepharisma + Colpidium,3,129.8824197
561,127,P.caudatum,2,20,2,P.caudatum + Blepharisma + Colpidium,3,28.84837087
562,128,Blepharisma,2,20,3,P.caudatum + Blepharisma + Colpidium,3,197.2772085
563,128,Colpidium,2,20,3,P.caudatum + Blepharisma + Colpidium,3,493.1930213
564,128,P.caudatum,2,20,3,P.caudatum + Blepharisma + Colpidium,3,98.63860426
565,129,Blepharisma,2,20,4,P.caudatum + Blepharisma + Colpidium,3,213.688367
566,129,Colpidium,2,20,4,P.caudatum + Blepharisma + Colpidium,3,534.2209174
567,129,P.caudatum,2,20,4,P.caudatum + Blepharisma + Colpidium,3,534.2209174
568,130,Blepharisma,2,20,5,P.caudatum + Blepharisma + Colpidium,3,356.9060691
569,130,Colpidium,2,20,5,P.caudatum + Blepharisma + Colpidium,3,475.8747588
570,130,P.caudatum,2,20,5,P.caudatum + Blepharisma + Colpidium,3,156.2444122
571,131,Blepharisma,2,15,1,Loxocephalus + Blepharisma + Colpidium,3,123.4373688
572,131,Colpidium,2,15,1,Loxocephalus + Blepharisma + Colpidium,3,246.8747375
573,131,Loxocephallus,2,15,1,Loxocephalus + Blepharisma + Colpidium,3,123.4373688
574,132,Blepharisma,2,15,2,Loxocephalus + Blepharisma + Colpidium,3,43.08058292
575,132,Colpidium,2,15,2,Loxocephalus + Blepharisma + Colpidium,3,141.316152
576,132,Loxocephallus,2,15,2,Loxocephalus + Blepharisma + Colpidium,3,141.316152
577,133,Blepharisma,2,15,3,Loxocephalus + Blepharisma + Colpidium,3,382.2426717
578,133,Colpidium,2,15,3,Loxocephalus + Blepharisma + Colpidium,3,764.4853435
579,133,Loxocephallus,2,15,3,Loxocephalus + Blepharisma + Colpidium,3,127.4142239
580,134,Blepharisma,2,15,4,Loxocephalus + Blepharisma + Colpidium,3,285.4637021
581,134,Colpidium,2,15,4,Loxocephalus + Blepharisma + Colpidium,3,856.3911062
582,134,Loxocephallus,2,15,4,Loxocephalus + Blepharisma + Colpidium,3,428.1955531
583,135,Blepharisma,2,15,5,Loxocephalus + Blepharisma + Colpidium,3,90.54190952
584,135,Colpidium,2,15,5,Loxocephalus + Blepharisma + Colpidium,3,582.1580601
585,135,Loxocephallus,2,15,5,Loxocephalus + Blepharisma + Colpidium,3,145.539515
586,136,Blepharisma,2,20,1,Loxocephalus + Blepharisma + Colpidium,3,441.9353298
587,136,Colpidium,2,20,1,Loxocephalus + Blepharisma + Colpidium,3,1009.257805
588,136,Loxocephallus,2,20,1,Loxocephalus + Blepharisma + Colpidium,3,403.7031221
589,137,Blepharisma,2,20,2,Loxocephalus + Blepharisma + Colpidium,3,272.4263093
590,137,Colpidium,2,20,2,Loxocephalus + Blepharisma + Colpidium,3,1089.705237
591,137,Loxocephallus,2,20,2,Loxocephalus + Blepharisma + Colpidium,3,90.80876977
592,138,Blepharisma,2,20,3,Loxocephalus + Blepharisma + Colpidium,3,186.8348885
593,138,Colpidium,2,20,3,Loxocephalus + Blepharisma + Colpidium,3,747.3395539
594,138,Loxocephallus,2,20,3,Loxocephalus + Blepharisma + Colpidium,3,186.8348885
595,139,Blepharisma,2,20,4,Loxocephalus + Blepharisma + Colpidium,3,181.7883642
596,139,Colpidium,2,20,4,Loxocephalus + Blepharisma + Colpidium,3,818.0476388
597,139,Loxocephallus,2,20,4,Loxocephalus + Blepharisma + Colpidium,3,50.94885302
598,140,Blepharisma,2,20,5,Loxocephalus + Blepharisma + Colpidium,3,296.670625
599,140,Colpidium,2,20,5,Loxocephalus + Blepharisma + Colpidium,3,692.2314583
600,140,Loxocephallus,2,20,5,Loxocephalus + Blepharisma + Colpidium,3,98.9100658
601,141,Blepharisma,2,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,186.1734243
602,141,Colpidium,2,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,186.1734243
603,141,Loxocephallus,2,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,363.9687012
604,141,P.caudatum,2,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,114.4818597
605,142,Blepharisma,2,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,66.04473118
606,142,Colpidium,2,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,271.1729621
607,142,Loxocephallus,2,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,271.1729621
608,142,P.caudatum,2,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,66.04473118
609,143,Blepharisma,2,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,29.7825225
610,143,Colpidium,2,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,494.9885171
611,143,Loxocephallus,2,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,123.7471293
612,143,P.caudatum,2,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,79.78512466
613,144,Blepharisma,2,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,119.6656107
614,144,Colpidium,2,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,239.3312213
615,144,Loxocephallus,2,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,124.3785203
616,144,P.caudatum,2,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,16.73846768
617,145,Blepharisma,2,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,95.35332629
618,145,Colpidium,2,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,286.0599789
619,145,Loxocephallus,2,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,95.35332629
620,145,P.caudatum,2,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,95.35332629
621,146,Blepharisma,2,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,240.3065406
622,146,Colpidium,2,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,480.6130812
623,146,Loxocephallus,2,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,480.6130812
624,146,P.caudatum,2,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,480.6130812
625,147,Blepharisma,2,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,124.0979013
626,147,Colpidium,2,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,620.4895064
627,147,Loxocephallus,2,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,124.0979013
628,147,P.caudatum,2,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,76.5562787
629,148,Blepharisma,2,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,143.9623075
630,148,Colpidium,2,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,575.8492301
631,148,Loxocephallus,2,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,98.86307126
632,148,P.caudatum,2,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,49.43153563
633,149,Blepharisma,2,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,203.8091879
634,149,Colpidium,2,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,305.7137818
635,149,Loxocephallus,2,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,407.6183758
636,149,P.caudatum,2,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,203.8091879
637,150,Blepharisma,2,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,363.0052237
638,150,Colpidium,2,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,484.006965
