,Jar,Species,Day,Treatment,Replicate,Community,Community.Complexity,td
13168,44,P.caudatum,96,15,4,Paramecium caudatum + Loxocephalus,2,173.4598136
13169,45,Loxocephallus,96,15,5,Paramecium caudatum + Loxocephalus,2,0
13170,45,P.caudatum,96,15,5,Paramecium caudatum + Loxocephalus,2,125.3967502
13171,46,Loxocephallus,96,20,1,Paramecium caudatum + Loxocephalus,2,0
13172,46,P.caudatum,96,20,1,Paramecium caudatum + Loxocephalus,2,1
13173,47,Loxocephallus,96,20,2,Paramecium caudatum + Loxocephalus,2,0
13174,47,P.caudatum,96,20,2,Paramecium caudatum + Loxocephalus,2,2
13175,48,Loxocephallus,96,20,3,Paramecium caudatum + Loxocephalus,2,0
13176,48,P.caudatum,96,20,3,Paramecium caudatum + Loxocephalus,2,37.66561229
13177,49,Loxocephallus,96,20,4,Paramecium caudatum + Loxocephalus,2,0
13178,49,P.caudatum,96,20,4,Paramecium caudatum + Loxocephalus,2,51.04633993
13179,50,Loxocephallus,96,20,5,Paramecium caudatum + Loxocephalus,2,0
13180,50,P.caudatum,96,20,5,Paramecium caudatum + Loxocephalus,2,0
13181,51,Blepharisma,96,15,1,Paramecium caudatum + Blepharisma,2,219.0126655
13182,51,P.caudatum,96,15,1,Paramecium caudatum + Blepharisma,2,54.75316638
13183,52,Blepharisma,96,15,2,Paramecium caudatum + Blepharisma,2,220.0594699
13184,52,P.caudatum,96,15,2,Paramecium caudatum + Blepharisma,2,73.35315665
13185,53,Blepharisma,96,15,3,Paramecium caudatum + Blepharisma,2,48.35942294
13186,53,P.caudatum,96,15,3,Paramecium caudatum + Blepharisma,2,24.17971147
13187,54,Blepharisma,96,15,4,Paramecium caudatum + Blepharisma,2,551.8545634
13188,54,P.caudatum,96,15,4,Paramecium caudatum + Blepharisma,2,26.5916762
13189,55,Blepharisma,96,15,5,Paramecium caudatum + Blepharisma,2,157.4938879
13190,55,P.caudatum,96,15,5,Paramecium caudatum + Blepharisma,2,26.24898131
13191,56,Blepharisma,96,20,1,Paramecium caudatum + Blepharisma,2,510.2024595
13192,56,P.caudatum,96,20,1,Paramecium caudatum + Blepharisma,2,0
13193,57,Blepharisma,96,20,2,Paramecium caudatum + Blepharisma,2,502.69742
13194,57,P.caudatum,96,20,2,Paramecium caudatum + Blepharisma,2,0
13195,58,Blepharisma,96,20,3,Paramecium caudatum + Blepharisma,2,307.3458887
13196,58,P.caudatum,96,20,3,Paramecium caudatum + Blepharisma,2,1
13197,59,Blepharisma,96,20,4,Paramecium caudatum + Blepharisma,2,801.7520992
13198,59,P.caudatum,96,20,4,Paramecium caudatum + Blepharisma,2,0
13199,60,Blepharisma,96,20,5,Paramecium caudatum + Blepharisma,2,427.3954998
13200,60,P.caudatum,96,20,5,Paramecium caudatum + Blepharisma,2,0
13201,61,Colpidium,96,15,1,Paramecium caudatum + Colpidium,2,8614.230384
13202,61,P.caudatum,96,15,1,Paramecium caudatum + Colpidium,2,20.31450146
13203,62,Colpidium,96,15,2,Paramecium caudatum + Colpidium,2,8797.216984
13204,62,P.caudatum,96,15,2,Paramecium caudatum + Colpidium,2,399.8734993
13205,63,Colpidium,96,15,3,Paramecium caudatum + Colpidium,2,12491.93505
13206,63,P.caudatum,96,15,3,Paramecium caudatum + Colpidium,2,318.265861
13207,64,Colpidium,96,15,4,Paramecium caudatum + Colpidium,2,9267.610851
13208,64,P.caudatum,96,15,4,Paramecium caudatum + Colpidium,2,1
13209,65,Colpidium,96,15,5,Paramecium caudatum + Colpidium,2,12968.95213
13210,65,P.caudatum,96,15,5,Paramecium caudatum + Colpidium,2,0
13211,66,Colpidium,96,20,1,Paramecium caudatum + Colpidium,2,7695.450746
13212,66,P.caudatum,96,20,1,Paramecium caudatum + Colpidium,2,427.5250415
13213,67,Colpidium,96,20,2,Paramecium caudatum + Colpidium,2,2641.186722
13214,67,P.caudatum,96,20,2,Paramecium caudatum + Colpidium,2,754.4011852
13215,68,Colpidium,96,20,3,Paramecium caudatum + Colpidium,2,8848.624848
13216,68,P.caudatum,96,20,3,Paramecium caudatum + Colpidium,2,51.4454933
13217,69,Colpidium,96,20,4,Paramecium caudatum + Colpidium,2,5851.629151
13218,69,P.caudatum,96,20,4,Paramecium caudatum + Colpidium,2,252.2253944
13219,70,Colpidium,96,20,5,Paramecium caudatum + Colpidium,2,2533.468622
13220,70,P.caudatum,96,20,5,Paramecium caudatum + Colpidium,2,185.3757529
13221,71,Blepharisma,96,15,1,Loxocephalus + Blepharisma,2,333.2649955
13222,71,Loxocephallus,96,15,1,Loxocephalus + Blepharisma,2,0
13223,72,Blepharisma,96,15,2,Loxocephalus + Blepharisma,2,573.6708664
13224,72,Loxocephallus,96,15,2,Loxocephalus + Blepharisma,2,0
13225,73,Blepharisma,96,15,3,Loxocephalus + Blepharisma,2,384.3946892
13226,73,Loxocephallus,96,15,3,Loxocephalus + Blepharisma,2,0
13227,74,Blepharisma,96,15,4,Loxocephalus + Blepharisma,2,621.1712394
13228,74,Loxocephallus,96,15,4,Loxocephalus + Blepharisma,2,0
13229,75,Blepharisma,96,15,5,Loxocephalus + Blepharisma,2,413.0036023
13230,75,Loxocephallus,96,15,5,Loxocephalus + Blepharisma,2,0
13231,76,Blepharisma,96,20,1,Loxocephalus + Blepharisma,2,1329.344981
13232,76,Loxocephallus,96,20,1,Loxocephalus + Blepharisma,2,0
13233,77,Blepharisma,96,20,2,Loxocephalus + Blepharisma,2,1484.54814
13234,77,Loxocephallus,96,20,2,Loxocephalus + Blepharisma,2,0
13235,78,Blepharisma,96,20,3,Loxocephalus + Blepharisma,2,2281.021739
13236,78,Loxocephallus,96,20,3,Loxocephalus + Blepharisma,2,0
13237,79,Blepharisma,96,20,4,Loxocephalus + Blepharisma,2,1147.32155
13238,79,Loxocephallus,96,20,4,Loxocephalus + Blepharisma,2,0
13239,80,Blepharisma,96,20,5,Loxocephalus + Blepharisma,2,2616.081633
13240,80,Loxocephallus,96,20,5,Loxocephalus + Blepharisma,2,0
13241,81,Colpidium,96,15,1,Loxocephalus + Colpidium,2,13094.58269
13242,81,Loxocephallus,96,15,1,Loxocephalus + Colpidium,2,0
13243,82,Colpidium,96,15,2,Loxocephalus + Colpidium,2,8344.026016
13244,82,Loxocephallus,96,15,2,Loxocephalus + Colpidium,2,0
13245,83,Colpidium,96,15,3,Loxocephalus + Colpidium,2,8121.347302
13246,83,Loxocephallus,96,15,3,Loxocephalus + Colpidium,2,0
13247,84,Colpidium,96,15,4,Loxocephalus + Colpidium,2,10354.92199
13248,84,Loxocephallus,96,15,4,Loxocephalus + Colpidium,2,0
13249,85,Colpidium,96,15,5,Loxocephalus + Colpidium,2,7898.966931
13250,85,Loxocephallus,96,15,5,Loxocephalus + Colpidium,2,0
13251,86,Colpidium,96,20,1,Loxocephalus + Colpidium,2,6056.376682
13252,86,Loxocephallus,96,20,1,Loxocephalus + Colpidium,2,0
13253,87,Colpidium,96,20,2,Loxocephalus + Colpidium,2,3417.203586
13254,87,Loxocephallus,96,20,2,Loxocephalus + Colpidium,2,0
13255,88,Colpidium,96,20,3,Loxocephalus + Colpidium,2,7051.012621
13256,88,Loxocephallus,96,20,3,Loxocephalus + Colpidium,2,0
13257,89,Colpidium,96,20,4,Loxocephalus + Colpidium,2,5419.418004
13258,89,Loxocephallus,96,20,4,Loxocephalus + Colpidium,2,0
13259,90,Colpidium,96,20,5,Loxocephalus + Colpidium,2,7332.538219
13260,90,Loxocephallus,96,20,5,Loxocephalus + Colpidium,2,0
13261,91,Blepharisma,96,15,1,Blepharisma + Colpidium,2,67.61426709
13262,91,Colpidium,96,15,1,Blepharisma + Colpidium,2,473.2998696
13263,92,Blepharisma,96,15,2,Blepharisma + Colpidium,2,140.7516381
13264,92,Colpidium,96,15,2,Blepharisma + Colpidium,2,375.3377016
13265,93,Blepharisma,96,15,3,Blepharisma + Colpidium,2,73.87440017
13266,93,Colpidium,96,15,3,Blepharisma + Colpidium,2,221.6232005
13267,94,Blepharisma,96,15,4,Blepharisma + Colpidium,2,18.71401236
13268,94,Colpidium,96,15,4,Blepharisma + Colpidium,2,7065.041091
13269,95,Blepharisma,96,15,5,Blepharisma + Colpidium,2,171.1995556
13270,95,Colpidium,96,15,5,Blepharisma + Colpidium,2,350.2211111
13271,96,Blepharisma,96,20,1,Blepharisma + Colpidium,2,1274.309143
13272,96,Colpidium,96,20,1,Blepharisma + Colpidium,2,3
13273,97,Blepharisma,96,20,2,Blepharisma + Colpidium,2,691.3885809
13274,97,Colpidium,96,20,2,Blepharisma + Colpidium,2,46.09257206
13275,98,Blepharisma,96,20,3,Blepharisma + Colpidium,2,1576.989734
13276,98,Colpidium,96,20,3,Blepharisma + Colpidium,2,42.62134416
13277,99,Blepharisma,96,20,4,Blepharisma + Colpidium,2,1894.919558
13278,99,Colpidium,96,20,4,Blepharisma + Colpidium,2,116.0154831
13279,100,Blepharisma,96,20,5,Blepharisma + Colpidium,2,1889.441936
13280,100,Colpidium,96,20,5,Blepharisma + Colpidium,2,7
13281,101,Blepharisma,96,15,1,P.caudatum + Loxocephalus + Blepharisma,3,102.4311169
13282,101,Loxocephallus,96,15,1,P.caudatum + Loxocephalus + Blepharisma,3,0
13283,101,P.caudatum,96,15,1,P.caudatum + Loxocephalus + Blepharisma,3,204.8622338
13284,102,Blepharisma,96,15,2,P.caudatum + Loxocephalus + Blepharisma,3,61.11331494
13285,102,Loxocephallus,96,15,2,P.caudatum + Loxocephalus + Blepharisma,3,0
13286,102,P.caudatum,96,15,2,P.caudatum + Loxocephalus + Blepharisma,3,122.2266299
13287,103,Blepharisma,96,15,3,P.caudatum + Loxocephalus + Blepharisma,3,22.44024196
13288,103,Loxocephallus,96,15,3,P.caudatum + Loxocephalus + Blepharisma,3,0
13289,103,P.caudatum,96,15,3,P.caudatum + Loxocephalus + Blepharisma,3,161.0467631
13290,104,Blepharisma,96,15,4,P.caudatum + Loxocephalus + Blepharisma,3,156.8806856
13291,104,Loxocephallus,96,15,4,P.caudatum + Loxocephalus + Blepharisma,3,0
13292,104,P.caudatum,96,15,4,P.caudatum + Loxocephalus + Blepharisma,3,78.44034278
13293,105,Blepharisma,96,15,5,P.caudatum + Loxocephalus + Blepharisma,3,102.5847064
13294,105,Loxocephallus,96,15,5,P.caudatum + Loxocephalus + Blepharisma,3,0
13295,105,P.caudatum,96,15,5,P.caudatum + Loxocephalus + Blepharisma,3,51.29235319
13296,106,Blepharisma,96,20,1,P.caudatum + Loxocephalus + Blepharisma,3,610.6051873
13297,106,Loxocephallus,96,20,1,P.caudatum + Loxocephalus + Blepharisma,3,0
13298,106,P.caudatum,96,20,1,P.caudatum + Loxocephalus + Blepharisma,3,0
13299,107,Blepharisma,96,20,2,P.caudatum + Loxocephalus + Blepharisma,3,163.3452551
13300,107,Loxocephallus,96,20,2,P.caudatum + Loxocephalus + Blepharisma,3,0
13301,107,P.caudatum,96,20,2,P.caudatum + Loxocephalus + Blepharisma,3,0
13302,108,Blepharisma,96,20,3,P.caudatum + Loxocephalus + Blepharisma,3,892.6206897
13303,108,Loxocephallus,96,20,3,P.caudatum + Loxocephalus + Blepharisma,3,0
13304,108,P.caudatum,96,20,3,P.caudatum + Loxocephalus + Blepharisma,3,0
13305,109,Blepharisma,96,20,4,P.caudatum + Loxocephalus + Blepharisma,3,156.6747455
13306,109,Loxocephallus,96,20,4,P.caudatum + Loxocephalus + Blepharisma,3,0
13307,109,P.caudatum,96,20,4,P.caudatum + Loxocephalus + Blepharisma,3,0
13308,110,Blepharisma,96,20,5,P.caudatum + Loxocephalus + Blepharisma,3,279.9034627
13309,110,Loxocephallus,96,20,5,P.caudatum + Loxocephalus + Blepharisma,3,0
13310,110,P.caudatum,96,20,5,P.caudatum + Loxocephalus + Blepharisma,3,0
13311,111,Colpidium,96,15,1,P.caudatum + Loxocephalus + Colpidium,3,6960.8697
13312,111,Loxocephallus,96,15,1,P.caudatum + Loxocephalus + Colpidium,3,0
13313,111,P.caudatum,96,15,1,P.caudatum + Loxocephalus + Colpidium,3,114.112618
13314,112,Colpidium,96,15,2,P.caudatum + Loxocephalus + Colpidium,3,10318.85702
13315,112,Loxocephallus,96,15,2,P.caudatum + Loxocephalus + Colpidium,3,0
13316,112,P.caudatum,96,15,2,P.caudatum + Loxocephalus + Colpidium,3,171.7782033
13317,113,Colpidium,96,15,3,P.caudatum + Loxocephalus + Colpidium,3,7093.379421
13318,113,Loxocephallus,96,15,3,P.caudatum + Loxocephalus + Colpidium,3,0
13319,113,P.caudatum,96,15,3,P.caudatum + Loxocephalus + Colpidium,3,265.1730625
13320,114,Colpidium,96,15,4,P.caudatum + Loxocephalus + Colpidium,3,7083.13891
13321,114,Loxocephallus,96,15,4,P.caudatum + Loxocephalus + Colpidium,3,0
13322,114,P.caudatum,96,15,4,P.caudatum + Loxocephalus + Colpidium,3,372.7967847
13323,115,Colpidium,96,15,5,P.caudatum + Loxocephalus + Colpidium,3,10394.64962
13324,115,Loxocephallus,96,15,5,P.caudatum + Loxocephalus + Colpidium,3,0
13325,115,P.caudatum,96,15,5,P.caudatum + Loxocephalus + Colpidium,3,255.6061381
13326,116,Colpidium,96,20,1,P.caudatum + Loxocephalus + Colpidium,3,5856.382468
13327,116,Loxocephallus,96,20,1,P.caudatum + Loxocephalus + Colpidium,3,0
13328,116,P.caudatum,96,20,1,P.caudatum + Loxocephalus + Colpidium,3,2
13329,117,Colpidium,96,20,2,P.caudatum + Loxocephalus + Colpidium,3,2698.057392
13330,117,Loxocephallus,96,20,2,P.caudatum + Loxocephalus + Colpidium,3,0
13331,117,P.caudatum,96,20,2,P.caudatum + Loxocephalus + Colpidium,3,1
13332,118,Colpidium,96,20,3,P.caudatum + Loxocephalus + Colpidium,3,6913.48951
13333,118,Loxocephallus,96,20,3,P.caudatum + Loxocephalus + Colpidium,3,0
13334,118,P.caudatum,96,20,3,P.caudatum + Loxocephalus + Colpidium,3,21.00127457
13335,119,Colpidium,96,20,4,P.caudatum + Loxocephalus + Colpidium,3,7583.794053
13336,119,Loxocephallus,96,20,4,P.caudatum + Loxocephalus + Colpidium,3,0
13337,119,P.caudatum,96,20,4,P.caudatum + Loxocephalus + Colpidium,3,4
13338,120,Colpidium,96,20,5,P.caudatum + Loxocephalus + Colpidium,3,7451.391949
13339,120,Loxocephallus,96,20,5,P.caudatum + Loxocephalus + Colpidium,3,0
13340,120,P.caudatum,96,20,5,P.caudatum + Loxocephalus + Colpidium,3,23.14457243
13341,121,Blepharisma,96,15,1,P.caudatum + Blepharisma + Colpidium,3,2
13342,121,Colpidium,96,15,1,P.caudatum + Blepharisma + Colpidium,3,9463.889575
13343,121,P.caudatum,96,15,1,P.caudatum + Blepharisma + Colpidium,3,0
13344,122,Blepharisma,96,15,2,P.caudatum + Blepharisma + Colpidium,3,25.7201995
13345,122,Colpidium,96,15,2,P.caudatum + Blepharisma + Colpidium,3,8852.444142
13346,122,P.caudatum,96,15,2,P.caudatum + Blepharisma + Colpidium,3,0
13347,123,Blepharisma,96,15,3,P.caudatum + Blepharisma + Colpidium,3,396.1229465
13348,123,Colpidium,96,15,3,P.caudatum + Blepharisma + Colpidium,3,1254.389331
13349,123,P.caudatum,96,15,3,P.caudatum + Blepharisma + Colpidium,3,0
13350,124,Blepharisma,96,15,4,P.caudatum + Blepharisma + Colpidium,3,119.7885268
13351,124,Colpidium,96,15,4,P.caudatum + Blepharisma + Colpidium,3,958.3082145
13352,124,P.caudatum,96,15,4,P.caudatum + Blepharisma + Colpidium,3,0
13353,125,Blepharisma,96,15,5,P.caudatum + Blepharisma + Colpidium,3,2.000235146
13354,125,Colpidium,96,15,5,P.caudatum + Blepharisma + Colpidium,3,8281.911115
13355,125,P.caudatum,96,15,5,P.caudatum + Blepharisma + Colpidium,3,0
13356,126,Blepharisma,96,20,1,P.caudatum + Blepharisma + Colpidium,3,937.594603
13357,126,Colpidium,96,20,1,P.caudatum + Blepharisma + Colpidium,3,56.79597787
13358,126,P.caudatum,96,20,1,P.caudatum + Blepharisma + Colpidium,3,0
13359,127,Blepharisma,96,20,2,P.caudatum + Blepharisma + Colpidium,3,903.1504295
13360,127,Colpidium,96,20,2,P.caudatum + Blepharisma + Colpidium,3,169.3407055
13361,127,P.caudatum,96,20,2,P.caudatum + Blepharisma + Colpidium,3,0
13362,128,Blepharisma,96,20,3,P.caudatum + Blepharisma + Colpidium,3,783.4930876
13363,128,Colpidium,96,20,3,P.caudatum + Blepharisma + Colpidium,3,391.7465438
13364,128,P.caudatum,96,20,3,P.caudatum + Blepharisma + Colpidium,3,0
13365,129,Blepharisma,96,20,4,P.caudatum + Blepharisma + Colpidium,3,895.6327819
13366,129,Colpidium,96,20,4,P.caudatum + Blepharisma + Colpidium,3,59.70885212
13367,129,P.caudatum,96,20,4,P.caudatum + Blepharisma + Colpidium,3,0
13368,130,Blepharisma,96,20,5,P.caudatum + Blepharisma + Colpidium,3,843.4545729
13369,130,Colpidium,96,20,5,P.caudatum + Blepharisma + Colpidium,3,937.1717477
13370,130,P.caudatum,96,20,5,P.caudatum + Blepharisma + Colpidium,3,11.73545753
13371,131,Blepharisma,96,15,1,Loxocephalus + Blepharisma + Colpidium,3,39.28928222
13372,131,Colpidium,96,15,1,Loxocephalus + Blepharisma + Colpidium,3,7779.27788
13373,131,Loxocephallus,96,15,1,Loxocephalus + Blepharisma + Colpidium,3,0
13374,132,Blepharisma,96,15,2,Loxocephalus + Blepharisma + Colpidium,3,25.42177513
13375,132,Colpidium,96,15,2,Loxocephalus + Blepharisma + Colpidium,3,7902.18147
13376,132,Loxocephallus,96,15,2,Loxocephalus + Blepharisma + Colpidium,3,0
13377,133,Blepharisma,96,15,3,Loxocephalus + Blepharisma + Colpidium,3,95.34906166
13378,133,Colpidium,96,15,3,Loxocephalus + Blepharisma + Colpidium,3,9966.774611
13379,133,Loxocephallus,96,15,3,Loxocephalus + Blepharisma + Colpidium,3,0
13380,134,Blepharisma,96,15,4,Loxocephalus + Blepharisma + Colpidium,3,28.49302184
13381,134,Colpidium,96,15,4,Loxocephalus + Blepharisma + Colpidium,3,346.8624192
13382,134,Loxocephallus,96,15,4,Loxocephalus + Blepharisma + Colpidium,3,0
13383,135,Blepharisma,96,15,5,Loxocephalus + Blepharisma + Colpidium,3,334.4012823
13384,135,Colpidium,96,15,5,Loxocephalus + Blepharisma + Colpidium,3,267.5210258
13385,135,Loxocephallus,96,15,5,Loxocephalus + Blepharisma + Colpidium,3,0
13386,136,Blepharisma,96,20,1,Loxocephalus + Blepharisma + Colpidium,3,1120.340214
13387,136,Colpidium,96,20,1,Loxocephalus + Blepharisma + Colpidium,3,64.01944083
13388,136,Loxocephallus,96,20,1,Loxocephalus + Blepharisma + Colpidium,3,0
13389,137,Blepharisma,96,20,2,Loxocephalus + Blepharisma + Colpidium,3,552.1599297
13390,137,Colpidium,96,20,2,Loxocephalus + Blepharisma + Colpidium,3,169.895363
13391,137,Loxocephallus,96,20,2,Loxocephalus + Blepharisma + Colpidium,3,0
13392,138,Blepharisma,96,20,3,Loxocephalus + Blepharisma + Colpidium,3,761.8099441
13393,138,Colpidium,96,20,3,Loxocephalus + Blepharisma + Colpidium,3,4
13394,138,Loxocephallus,96,20,3,Loxocephalus + Blepharisma + Colpidium,3,0
13395,139,Blepharisma,96,20,4,Loxocephalus + Blepharisma + Colpidium,3,788.3955148
13396,139,Colpidium,96,20,4,Loxocephalus + Blepharisma + Colpidium,3,112.6279307
13397,139,Loxocephallus,96,20,4,Loxocephalus + Blepharisma + Colpidium,3,0
13398,140,Blepharisma,96,20,5,Loxocephalus + Blepharisma + Colpidium,3,581.324799
13399,140,Colpidium,96,20,5,Loxocephalus + Blepharisma + Colpidium,3,48.44373325
13400,140,Loxocephallus,96,20,5,Loxocephalus + Blepharisma + Colpidium,3,0
13401,141,Blepharisma,96,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,76.09513274
13402,141,Colpidium,96,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,7895.261919
13403,141,Loxocephallus,96,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13404,141,P.caudatum,96,15,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,5
13405,142,Blepharisma,96,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,3
13406,142,Colpidium,96,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,8315.78431
13407,142,Loxocephallus,96,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13408,142,P.caudatum,96,15,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,45.49703144
13409,143,Blepharisma,96,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,40.39249657
13410,143,Colpidium,96,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0.0565494952
13411,143,Loxocephallus,96,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13412,143,P.caudatum,96,15,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,80.78499314
13413,144,Blepharisma,96,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,46.66495726
13414,144,Colpidium,96,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,6299.769231
13415,144,Loxocephallus,96,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13416,144,P.caudatum,96,15,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13417,145,Blepharisma,96,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,3
13418,145,Colpidium,96,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,9637.53219
13419,145,Loxocephallus,96,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13420,145,P.caudatum,96,15,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,24.66849585
13421,146,Blepharisma,96,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,1101.008375
13422,146,Colpidium,96,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,104.8579404
13423,146,Loxocephallus,96,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13424,146,P.caudatum,96,20,1,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13425,147,Blepharisma,96,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,1820.712442
13426,147,Colpidium,96,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,284.4863191
13427,147,Loxocephallus,96,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13428,147,P.caudatum,96,20,2,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13429,148,Blepharisma,96,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,1341.271989
13430,148,Colpidium,96,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,268.2543978
13431,148,Loxocephallus,96,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13432,148,P.caudatum,96,20,3,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13433,149,Blepharisma,96,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,511.4299492
13434,149,Colpidium,96,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,2
13435,149,Loxocephallus,96,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13436,149,P.caudatum,96,20,4,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13437,150,Blepharisma,96,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,416.4830276
13438,150,Colpidium,96,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,46.27589195
13439,150,Loxocephallus,96,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13440,150,P.caudatum,96,20,5,P. caudatum + Loxocephalus + Blepharisma + Colpidium,4,0
13441,1,P.caudatum,98,15,1,P.caudatum,1,994.8203204
13442,2,P.caudatum,98,15,2,P.caudatum,1,879.2927909
13443,3,P.caudatum,98,15,3,P.caudatum,1,1125.873418
13444,4,P.caudatum,98,15,4,P.caudatum,1,1424.252396
13445,5,P.caudatum,98,15,5,P.caudatum,1,437.5399956
13446,6,P.caudatum,98,20,1,P.caudatum,1,703.0876315
13447,7,P.caudatum,98,20,2,P.caudatum,1,343.5780199
13448,8,P.caudatum,98,20,3,P.caudatum,1,413.8900081
13449,9,P.caudatum,98,20,4,P.caudatum,1,859.8166574
13450,10,P.caudatum,98,20,5,P.caudatum,1,705.7606513
13451,11,Loxocephallus,98,15,1,Loxocephalus,1,0
13452,12,Loxocephallus,98,15,2,Loxocephalus,1,0
13453,13,Loxocephallus,98,15,3,Loxocephalus,1,0
13454,14,Loxocephallus,98,15,4,Loxocephalus,1,0
13455,15,Loxocephallus,98,15,5,Loxocephalus,1,0
13456,16,Loxocephallus,98,20,1,Loxocephalus,1,0
13457,17,Loxocephallus,98,20,2,Loxocephalus,1,0
13458,18,Loxocephallus,98,20,3,Loxocephalus,1,143.6392322
13459,19,Loxocephallus,98,20,4,Loxocephalus,1,0
13460,20,Loxocephallus,98,20,5,Loxocephalus,1,136.1105177
13461,21,Colpidium,98,15,1,Colpidium,1,10728.05323
13462,22,Colpidium,98,15,2,Colpidium,1,12435.40076
13463,23,Colpidium,98,15,3,Colpidium,1,10012.63899
13464,24,Colpidium,98,15,4,Colpidium,1,7459.948849
13465,25,Colpidium,98,15,5,Colpidium,1,7168.071108
13466,26,Colpidium,98,20,1,Colpidium,1,5063.371018
13467,27,Colpidium,98,20,2,Colpidium,1,8243.075237
13468,28,Colpidium,98,20,3,Colpidium,1,5894.606249
13469,29,Colpidium,98,20,4,Colpidium,1,4583.079373
13470,30,Colpidium,98,20,5,Colpidium,1,6385.577143
13471,31,Blepharisma,98,15,1,Blepharisma,1,335.083682
13472,32,Blepharisma,98,15,2,Blepharisma,1,427.7746064
13473,33,Blepharisma,98,15,3,Blepharisma,1,574.484136
13474,34,Blepharisma,98,15,4,Blepharisma,1,234.4368809
13475,35,Blepharisma,98,15,5,Blepharisma,1,262.1590237
13476,36,Blepharisma,98,20,1,Blepharisma,1,1108.940034
13477,37,Blepharisma,98,20,2,Blepharisma,1,1101.79085
13478,38,Blepharisma,98,20,3,Blepharisma,1,2151.490973
13479,39,Blepharisma,98,20,4,Blepharisma,1,1646.670881
13480,40,Blepharisma,98,20,5,Blepharisma,1,1071.060254
13481,41,Loxocephallus,98,15,1,Paramecium caudatum + Loxocephalus,2,0
13482,41,P.caudatum,98,15,1,Paramecium caudatum + Loxocephalus,2,345.3148325
13483,42,Loxocephallus,98,15,2,Paramecium caudatum + Loxocephalus,2,0
13484,42,P.caudatum,98,15,2,Paramecium caudatum + Loxocephalus,2,207.7729358
13485,43,Loxocephallus,98,15,3,Paramecium caudatum + Loxocephalus,2,0
13486,43,P.caudatum,98,15,3,Paramecium caudatum + Loxocephalus,2,280.8561685
13487,44,Loxocephallus,98,15,4,Paramecium caudatum + Loxocephalus,2,0
13488,44,P.caudatum,98,15,4,Paramecium caudatum + Loxocephalus,2,164.0757865
13489,45,Loxocephallus,98,15,5,Paramecium caudatum + Loxocephalus,2,0
13490,45,P.caudatum,98,15,5,Paramecium caudatum + Loxocephalus,2,140.4532356
13491,46,Loxocephallus,98,20,1,Paramecium caudatum + Loxocephalus,2,0
13492,46,P.caudatum,98,20,1,Paramecium caudatum + Loxocephalus,2,0
13493,47,Loxocephallus,98,20,2,Paramecium caudatum + Loxocephalus,2,0
13494,47,P.caudatum,98,20,2,Paramecium caudatum + Loxocephalus,2,1.5
13495,48,Loxocephallus,98,20,3,Paramecium caudatum + Loxocephalus,2,0
